,C,C_stderr,D,color,dataset,v,wxy,wxy_stderr,wz,wz_stderr
0,2.36698625433,0.149156170732,389.4,B,BO01562,1.19488759181,0.256949797185,0.00127423418235,3.25016705473,0.217291804322
1,3.9037549772,0.323727551524,389.4,B,BO03125,1.29099008272,0.25150363253,0.00127281859786,3.66530038853,0.317929344028
2,0.0445195200304,68.5945739192,389.4,B,BO06250,225.058603335,0.250411601695,0.00126413547496,644.557874039,991367.755967
3,0.0611759112301,291.518526781,389.4,B,BO12500,373.969329902,0.271046547606,0.00289343609864,914.16253201,4347625.25173
4,1.64285779218,0.032940538996,404.98,R,OR01562,1.89866345875,0.375977170679,0.00104638001379,2.4121273465,0.0556747491327
5,3.20587085557,0.0747646299526,404.98,R,OR03125,2.06825913995,0.380152192629,0.00105674581055,2.5701894921,0.0677747131001
6,6.30711139402,0.130320135918,404.98,R,OR06250,1.88404690178,0.375081259854,0.00100860524146,2.40500602545,0.0569040917593
7,12.0331500392,0.257047622976,404.98,R,OR12500,1.98030282636,0.377928716772,0.000996275553668,2.4899292815,0.0604855961548
