delta_t,meanB,meanR,stdB,stdR,stderrB,stderrR
1.25e-08,1.06952285,1.0920053,0.0321574809745,1.12548078521,0.00719063134442,0.25166515431
2.5e-08,1.0871872,2.45763485,0.0267317042865,2.04586247224,0.0059773907939,0.457468756055
3.75e-08,1.17551765,8.6682183,0.0357834736803,2.48471369924,0.00800142796202,0.555598873613
5e-08,1.12435615,3.4389092,0.0489024348108,1.76584392877,0.0109349168502,0.394854706239
6.25e-08,1.08258725,0.6246995,0.0276829069082,0.914718374304,0.00619008616615,0.204537246521
7.5e-08,1.07207465,1.0329426,0.0205450438312,1.39815505902,0.00459401146074,0.312636975505
8.75e-08,1.0729589,1.0301111,0.0371754720547,1.01627423152,0.008312688261,0.227245826547
1e-07,1.0928829,0.86246995,0.0383134904686,0.81090352964,0.00856715691432,0.181323541547
1.125e-07,1.0738933,0.5205701,0.0280825954518,0.772760033955,0.00627945924149,0.172794396622
1.25e-07,1.0693474,1.2068152,0.0391497365015,1.11940790719,0.00875414721186,0.250307217502
1.375e-07,1.077168,1.617304,0.0306395626878,1.13582325172,0.00685121449708,0.253977800127
1.5e-07,1.08569025,1.3805,0.0269987046687,1.17896306422,0.00603709389436,0.263624155455
1.625e-07,1.09091415,1.2071623,0.0370099472538,1.05314426198,0.00827567579031,0.23549021599
1.75e-07,1.08149075,1.1396024,0.040513961892,1.07711094054,0.00905919728284,0.240849328236
1.875e-07,1.06666225,1.079228,0.0387853385713,1.57866499089,0.00867266535757,0.353000223333
2e-07,1.0948895,1.09719275,0.0314385988245,1.33996755991,0.0070298844089,0.29962585516
2.25e-07,1.0812581,0.77772956,0.0293796296078,0.9552546781,0.00656948489567,0.213601439606
2.5e-07,1.0852588,0.949191805,0.0264783961308,0.644296305339,0.00592074936837,0.144069033639
2.75e-07,1.08224135,0.686533855,0.0257433019546,0.642384210134,0.00575637731359,0.143641476153
3e-07,1.0756321,1.320187195,0.0229916894157,0.802014368896,0.00514109804512,0.179335864778
3.25e-07,1.07575745,1.005236095,0.0252328206756,0.646512678493,0.00564223022947,0.144564629743
3.5e-07,1.0774585,0.82972785,0.0290444194046,0.868766337919,0.00649452961557,0.194262058815
3.75e-07,1.08101095,0.82951376,0.0236792103848,0.489379829282,0.00529483240739,0.109428656509
3.999999e-07,1.07877445,1.28492951,0.017958754418,0.960712678092,0.004015699567,0.214821885506
