delta_t,meanB,meanR,stdB,stdR,stderrB,stderrR
1.25e-08,8.095735,1.239886,17.3240013164,0.0439865435309,3.87376445858,0.00983569014305
2.5e-08,15.872687,1.29379855,21.4076613468,0.063680503728,4.78689860107,0.0142393935177
3.75e-08,38.2144055,1.59574205,29.6367813928,0.038143563767,6.62698578286,0.00852916014871
5e-08,19.181991,1.34835755,24.8424578138,0.0510973174036,5.55494243999,0.0114257075182
6.25e-08,6.206923,1.26572985,15.6504241984,0.0589109259818,3.49954123844,0.0131728835113
7.5e-08,9.6048535,1.2727817,17.8384975917,0.0512678831971,3.98880932315,0.0114638471891
8.75e-08,11.108872,1.25046365,18.1595459681,0.0494618932627,4.06059792253,0.0110600155631
1e-07,3.024763,1.2483413,9.07439352303,0.051157768676,2.02909607721,0.0114392248337
1.125e-07,6.4509515,1.2405571,12.9137896284,0.0713826907506,2.88761114562,0.0159616548935
1.25e-07,9.4474525,1.27621605,17.5814234204,0.0528168442379,3.93132579092,0.0118102054073
1.375e-07,11.136317,1.26573745,15.1940259293,0.0449831846277,3.39748748298,0.0100585458672
1.5e-07,3.3341405,1.27036065,10.0041883943,0.061490751156,2.23700453093,0.0137497499572
1.625e-07,7.739964,1.276869,16.4990223139,0.0535464310454,3.68929354561,0.011973345977
1.75e-07,6.5000985,1.25276825,13.0167052148,0.0596311390348,2.91062377035,0.0133339280458
1.875e-07,9.581379,1.24329765,14.6491958245,0.0519221922113,3.27565976794,0.0116101551325
2e-07,7.900357,1.2668881,13.6891127697,0.0665804015765,3.06097867047,0.0148878303894
2.25e-07,7.796387,1.2894718,12.3173252452,0.0380428302609,2.75423765491,0.00850663545199
2.5e-07,5.548208,1.2657994,7.57540383316,0.0526908044752,1.6939117928,0.0117820220596
2.75e-07,5.5495445,1.27031,7.57014364551,0.0521689944364,1.69273557908,0.0116653417877
3e-07,10.346391,1.25002775,11.6792136844,0.032336236132,2.61155157221,0.00723060221277
3.25e-07,10.4908675,1.2640642,13.8200547517,0.0513119243272,3.09025818776,0.0114736950852
3.5e-07,7.99729,1.24774635,10.8524755045,0.0489231723167,2.42668729521,0.0109395538975
3.75e-07,11.6429185,1.26348305,15.2602689059,0.0445735906255,3.41229986285,0.00996695786398
3.999999e-07,4.843057,1.26494575,8.97634011206,0.0339051069455,2.00717066797,0.00758141239146
4.5e-07,7.18975565,1.2551111,6.58300568744,0.0314030547462,1.47200482134,0.00702193651135
4.999999e-07,6.85504505,1.248264,7.81952065714,0.0246771826937,1.74849797408,0.00551798579964
5.499999e-07,6.34020395,1.25562935,6.84220047695,0.0261385349652,1.52996253821,0.00584475410145
5.999999e-07,7.90800885,1.24707165,8.28816808305,0.0274639844674,1.85329072427,0.00614113362022
6.499999e-07,5.94148375,1.26032525,4.89052718246,0.0244552741875,1.09355512258,0.00546836554917
6.999999e-07,6.32213175,1.258555,5.92699452786,0.0275091528059,1.32531626666,0.00615123356775
7.499999e-07,5.9572865,1.264944,6.64706892358,0.0216868575156,1.48632979642,0.00484932876231
7.999998e-07,8.25119225,1.2593147,7.28087560918,0.0314853769044,1.62805327978,0.00704034430554
8.999999e-07,7.46384725,1.25977725,4.52680138363,0.0217252873465,1.01222356144,0.00485792193375
9.999999e-07,7.605632,1.25915935,4.23514928446,0.0200804708443,0.94700816949,0.0044901297828
1.1e-06,6.7327967,1.2530469,3.29346993364,0.0193462629334,0.736442265347,0.00432595590298
1.2e-06,8.80709155,1.255437,4.96079049796,0.01950960995,1.10926647756,0.00436248140626
1.3e-06,8.42285455,1.2578775,6.46149976781,0.0186282715744,1.44483527174,0.00416540815437
1.4e-06,6.4115927,1.2621592,4.66024398824,0.0165213970795,1.04206223494,0.00369429669531
1.5e-06,6.02465965,1.2515957,4.54734303099,0.0234737200782,1.01681681343,0.00524888337797
1.6e-06,7.7332416,1.24846155,4.10263012642,0.0152623045523,0.917375984922,0.00341275504723
1.8e-06,6.6310889,1.25099265,3.27173526629,0.0115586157488,0.731582245981,0.002584585054
2e-06,7.3867128,1.25326645,4.46947417642,0.0106741024938,0.999404808216,0.00238680187749
2.2e-06,6.23114055,1.2513043,3.24437067535,0.01363909515,0.72546333743,0.00304979439069
2.4e-06,6.3585599,1.25313075,3.29502829121,0.0097240384711,0.736790724692,0.00217436110372
2.6e-06,7.6676806,1.2464361,2.70451310828,0.0126816997516,0.604747515616,0.00283571427148
2.799999e-06,5.17131005,1.245795,3.51371636631,0.013689416138,0.785690864873,0.00306104650569
2.999999e-06,6.73136405,1.24535515,3.07790383652,0.0151802411156,0.688240220668,0.00339440510493
3.199999e-06,6.93100445,1.24050215,3.98739466321,0.013656180675,0.891608552006,0.00305361483023
3.599999e-06,6.4746716,1.24226865,2.21405395943,0.00681313582923,0.495077515914,0.00152346348541
4e-06,6.0533581,1.24067675,2.27121702293,0.0109592452791,0.507859565493,0.00245056174262
4.399999e-06,7.3481156,1.2437092,2.71132346913,0.0096893602761,0.606270358597,0.00216660682358
4.799999e-06,6.86083145,1.24366355,2.14089075575,0.0088725965392,0.478717726225,0.00198397289986
5.199999e-06,5.993894,1.23705505,2.39806972302,0.0110451020569,0.536224691546,0.00246975990177
5.599999e-06,5.3228882,1.2360656,2.42030485212,0.0120399778962,0.541196617561,0.00269222090234
5.999999e-06,6.8293618,1.23649085,2.54972448466,0.0113389293643,0.57013572716,0.00253546168505
6.399999e-06,6.83543715,1.23590405,2.52100258262,0.00668692156732,0.563713314618,0.00149524111847
7.199999e-06,6.3457412,1.23086795,1.2864952663,0.00662914147137,0.287669086819,0.00148232109625
7.999999e-06,6.3690724,1.22943535,1.56477688992,0.00853272216397,0.349894749548,0.00190797467918
8.799999e-06,5.740038,1.2303292,1.84770099331,0.00625234183806,0.413158502313,0.00139806613685
9.599999e-06,5.99930465,1.2253314,1.51943739308,0.00860776361432,0.339756529848,0.00192475445759
1.04e-05,5.59552895,1.22313075,2.05614218854,0.00762303804841,0.459767370499,0.00170456312713
1.12e-05,5.09826965,1.2222293,2.05614042395,0.00717345544421,0.459766975923,0.00160403340068
1.2e-05,6.49503415,1.2204406,2.39551092592,0.00814260313045,0.53565252712,0.00182074141135
