delta_t,meanB,meanR,stdB,stdR,stderrB,stderrR
1.25e-08,1.29279815,0.0,0.137393210741,0.0,0.0307220558863,0.0
2.5e-08,1.4167851,3.42003405,0.166233628422,7.09855471263,0.0371709693299,1.58728508795
3.75e-08,1.7596818,19.48509655,0.173755917228,13.005790685,0.0388530042415,2.90818320729
5e-08,1.4380897,5.9039143,0.187665104711,7.26780514938,0.0419631931139,1.62513063612
6.25e-08,1.2878871,0.98010705,0.0991181849102,2.9403274249,0.0221634999266,0.657477199819
7.5e-08,1.3774049,1.94742765,0.115404572477,3.89598374633,0.0258052468973,0.871168449603
8.75e-08,1.33458375,0.0,0.104276946386,0.0,0.0233170340606,0.0
1e-07,1.35568335,0.97869485,0.0988908569213,2.93608749008,0.0221126678429,0.65652912157
1.125e-07,1.3245958,0.4900044,0.137052305506,2.13587966149,0.0306458271585,0.477597211485
1.25e-07,1.29321685,0.9777835,0.128088948651,2.93335077628,0.0286415596351,0.655917173762
1.375e-07,1.35152,0.0,0.12610651828,0.0,0.0281982747281,0.0
1.5e-07,1.31220055,1.93616905,0.13767760169,3.87290146616,0.0307856476358,0.866007094849
1.625e-07,1.3225135,1.9134588,0.139379266427,4.85656620936,0.0311661514386,1.08596121814
1.75e-07,1.33960425,0.47204,0.150113872346,2.05757465731,0.0335664822932,0.460087680252
1.875e-07,1.3558452,0.0,0.159245723898,0.0,0.0356084263762,0.0
2e-07,1.36526793,1.9076496,0.146927097424,3.81599454053,0.0328538977577,0.85328231944
2.25e-07,1.36374615,1.4639278,0.079352316076,2.70990057646,0.0177437172918,0.605952190124
2.5e-07,1.3500676,0.96158875,0.0915983284451,2.43482323184,0.0204820089029,0.544443025959
2.75e-07,1.3603978,0.73471145,0.0966983202215,1.74907204875,0.0216224017325,0.391104399854
3e-07,1.36030885,1.72383285,0.0883585075894,3.222803695,0.019757562936,0.720640814015
3.25e-07,1.36128615,0.7325202,0.0873626656635,1.74378781395,0.0195348859119,0.389922809033
3.5e-07,1.40771555,0.96772285,0.0934011169936,1.93624017276,0.0208851246772,0.432956464707
3.75e-07,1.3508193,0.48082435,0.0962148824253,1.44271002708,0.021514301755,0.322599769238
3.999999e-07,1.3813282,0.97073145,0.113597778711,1.94186590846,0.025401235529,0.434214417451
4.5e-07,1.35096955,1.203767,0.0816052866317,1.92929505676,0.0182474968232,0.431403489557
4.999999e-07,1.3659347,0.97560695,0.0556298111215,1.78480381103,0.0124392039243,0.399094264796
5.499999e-07,1.32895435,1.3383451,0.0521157794677,1.80378606076,0.011653442559,0.403338824872
5.999999e-07,1.36556325,0.86159545,0.0745748211301,1.40607160865,0.0166754369457,0.314407169818
6.499999e-07,1.36280705,0.85292015,0.0576641706612,1.40280689638,0.0128941005465,0.313677157961
6.999999e-07,1.33763935,0.98349415,0.0497152295502,1.20492262454,0.0111166632791,0.269428889609
7.499999e-07,1.33709675,0.49458045,0.072237860108,0.989230486681,0.0161528765751,0.221198661363
7.999998e-07,1.3158004,0.8615902,0.0698632506139,1.41785734495,0.0156218977502,0.317042540572
8.999999e-07,1.3465791,0.4916446,0.0488174003834,0.716589228897,0.0109159025742,0.160234222776
9.999999e-07,1.3459256,1.04641895,0.0514897872684,1.47953876606,0.0115134664479,0.330834925625
1.1e-06,1.3318902,0.79637805,0.0617452359617,0.808491240908,0.0138066544897,0.180784137388
1.2e-06,1.33288155,1.4016642,0.0441365691037,1.03559169342,0.00986923688095,0.231565342342
1.3e-06,1.33471985,1.4105491,0.0406466495117,1.19396279296,0.00908886713658,0.266978196767
1.4e-06,1.341219,1.15980265,0.0421332590372,1.31082331498,0.00942128313209,0.293109003879
1.5e-06,1.3320498,0.8500058,0.0429909280809,0.869910586749,0.00961306376048,0.194517920632
1.6e-06,1.3192691,0.78660925,0.0491618034219,1.02905440304,0.0109929134348,0.230103559774
1.8e-06,1.3252007,1.223029295,0.0271599345178,0.648337420797,0.00607314598462,0.144972654526
2e-06,1.3320657,1.034833675,0.0352981624906,0.666391925999,0.00789290908097,0.149009764619
2.2e-06,1.31989715,0.855301985,0.0361679486663,0.753099900032,0.00808739918246,0.168398257032
2.4e-06,1.30985945,0.81807339,0.0278624280411,0.76174015575,0.00623022831182,0.170330276945
2.6e-06,1.32132735,1.097930665,0.0337104307215,0.689186145337,0.0075378814644,0.154106707013
2.799999e-06,1.3081408,1.438154365,0.0396462120178,1.02471138127,0.00886516251222,0.229132430584
2.999999e-06,1.32271225,0.94582132,0.0300950039955,0.674284155699,0.0067294474717,0.150774520829
3.199999e-06,1.2987013,0.792828415,0.0352501307701,0.584141151056,0.00788216886177,0.130617932222
3.599999e-06,1.312698,0.823722195,0.0285838332296,0.334644425611,0.0063915394159,0.0748287683958
4e-06,1.31199005,1.0850725,0.02245139192,0.501451537722,0.00502028385227,0.112127972577
4.399999e-06,1.30431705,1.009132865,0.0253511459474,0.59415777425,0.0056686885646,0.132857717258
4.799999e-06,1.2927754,0.931062095,0.0271756518052,0.398788589371,0.00607666047694,0.0891718394484
5.199999e-06,1.29790865,0.919435715,0.024423898076,0.44131605705,0.00546134963735,0.0986812703126
5.599999e-06,1.28752825,0.948223395,0.0190151495784,0.526876907024,0.00425191670595,0.117813257988
5.999999e-06,1.2858596,0.957022985,0.0184310190858,0.50352730284,0.00412130115704,0.112592127768
6.399999e-06,1.27702945,1.22655674,0.0206013945171,0.633508269009,0.00460661185714,0.141656755381
7.199999e-06,1.2762041,1.070769475,0.0176454806251,0.332880278034,0.00394564941733,0.0744342930053
7.999999e-06,1.27076955,1.05326843,0.0152265062161,0.366269508306,0.00340475029589,0.0819003518657
8.799999e-06,1.2632923,1.06933535,0.0163940002321,0.489745820231,0.00366580989421,0.109510494573
9.599999e-06,1.26753105,1.08783665,0.0166184086707,0.469719956833,0.00371598914656,0.105032575387
1.04e-05,1.2560298,1.21369529,0.0186801769467,0.27306463076,0.00417701454845,0.061059107663
1.12e-05,1.2497129,0.99322646,0.0167319802172,0.414451667508,0.00374138451639,0.0926742101936
