,Nfit,Nres,delta_t,g(t),std_err,std_err_fit
7,1.14195139681,-0.493275958871,1e-07,1.1457765,0.00821946195213,0.00775448939402
8,1.14192767282,-0.968910361822,1.125e-07,1.14902585,0.00505776903747,0.00732593794002
9,1.14190395758,-0.799661513115,1.25e-07,1.1474711,0.00761094499024,0.00696187365742
10,1.14188025107,-0.396095536102,1.375e-07,1.1445133,0.00627315909694,0.006647509717
11,1.14185655331,0.0925869851169,1.5e-07,1.14126655,0.00631712630967,0.00637242164948
12,1.14183286427,0.757024058818,1.625e-07,1.13719305,0.00662990149681,0.0061290182503
13,1.14180918396,-1.55950727885,1.75e-07,1.1510284,0.00718547111517,0.00591162103782
14,1.14178551237,-0.152957523403,1.875e-07,1.1426598,0.00688430517685,0.00571588509834
15,1.1417618495,-0.258846429405,2e-07,1.14319545,0.00709079765946,0.00553842101417
16,1.14171454987,-2.17608627831,2.25e-07,1.1530913,0.00368235930492,0.00522807861224
17,1.14166728504,-1.45004034168,2.5e-07,1.14886625,0.00652938467464,0.00496466529246
18,1.14162005497,-0.727761551721,2.75e-07,1.14506775,0.00388781815603,0.00473739649723
19,1.14157285962,1.35642280926,3e-07,1.1354165,0.00399438640063,0.00453867303054
20,1.14152569895,0.108332081687,3.25e-07,1.14105305,0.00503949920651,0.00436296376837
21,1.14147857291,0.707805188069,3.5e-07,1.13850145,0.00347928168842,0.00420613321064
22,1.14143148146,-0.44911690329,3.75e-07,1.14325715,0.00501680868345,0.00406501853363
23,1.14138442476,-2.63076452698,3.999999e-07,1.15174215,0.00473117967598,0.00393715405932
24,1.1412904143,-2.38793004099,4.5e-07,1.15015855,0.00255919191785,0.00371373346285
25,1.14119654195,-1.81680526328,4.999999e-07,1.1475995,0.00338689876473,0.00352429519165
26,1.14110280682,-3.45076600995,5.499999e-07,1.15270085,0.00478335443297,0.00336100539668
27,1.14100920878,-1.62236608822,5.999999e-07,1.14623055,0.00298748121624,0.00321834958014
28,1.14091574752,-0.614766446541,6.499999e-07,1.1428168,0.00347109763087,0.00309231659307
29,1.14082242271,0.185264926829,6.999999e-07,1.14027035,0.00342768280787,0.00297990944457
30,1.14072923403,-1.97691460859,7.499999e-07,1.14642045,0.00267241210283,0.00287883753082
31,1.14063618136,-1.77885052403,7.999998e-07,1.1455944,0.00326004467945,0.00278731606403
32,1.14045048165,-0.866405813637,8.999999e-07,1.142727,0.00235386299623,0.00262754278572
33,1.14026532164,-0.781703603587,9.999999e-07,1.1422135,0.0020484908744,0.00249222128827
34,1.14008069844,-0.429474867439,1.1e-06,1.141101,0.00179832934553,0.00237569561418
35,1.13989660995,1.70658794766,1.2e-06,1.13601585,0.00167730078739,0.00227398767083
36,1.13971305352,-0.507940324252,1.3e-06,1.1408225,0.00270481042912,0.00218420634393
37,1.1395300267,-0.230051719379,1.4e-06,1.1400141,0.00166597459149,0.00210419336072
38,1.13934752705,0.229457736161,1.5e-06,1.1388812,0.00233792013508,0.00203230041528
39,1.13916555216,0.784855450895,1.6e-06,1.13762155,0.00177100631771,0.00196724398164
40,1.13880316706,-1.10044815763,1.8e-06,1.14084315,0.00173495644077,0.00185377469218
41,1.13844285234,-1.57932322964,2e-06,1.14121895,0.00201926438273,0.00175777675565
42,1.13808458921,-0.168255592813,2.2e-06,1.13836645,0.00186020354461,0.00167519420304
43,1.1377283591,-1.01451113204,2.4e-06,1.1393548,0.00157102547019,0.00160317699055
44,1.13737414367,-2.0306849539,2.6e-06,1.1405007,0.0013398490234,0.00153965602632
45,1.13702192659,-1.36301625822,2.799999e-06,1.1390434,0.00162733468346,0.00148308825994
46,1.13667168644,-0.51767501366,2.999999e-06,1.13741315,0.00163224151901,0.00143229543763
47,1.13632340733,-0.919920724878,3.199999e-06,1.13759875,0.00153456336929,0.00138636149165
48,1.13563266269,1.02419038041,3.599999e-06,1.13429475,0.00129099089825,0.00130631249008
49,1.13494955397,0.462398813631,4e-06,1.1343768,0.000735523662434,0.00123865795548
50,1.13427395261,0.768229079061,4.399999e-06,1.13336705,0.00111111651161,0.00118051065274
51,1.13360572307,0.0704284242116,4.799999e-06,1.13352615,0.00102786419647,0.00112984315947
52,1.13294473973,0.10504169637,5.199999e-06,1.13283075,0.00134398062463,0.00108518551526
53,1.13229087827,0.593221041132,5.599999e-06,1.1316707,0.00101287922799,0.00104544213767
54,1.13164401734,-1.32185796295,5.999999e-06,1.1329788,0.00110478899026,0.00100977767158
55,1.13100403842,0.865167830466,6.399999e-06,1.1301583,0.00114467142251,0.000977542607868
56,1.1297442662,0.141757236001,7.199999e-06,1.12961365,0.000772834543337,0.000921407647469
57,1.1285106672,0.303278447047,7.999999e-06,1.1282456,0.00082584214109,0.000874006045332
58,1.12730238736,-0.300868464691,8.799999e-06,1.1275531,0.000887059794771,0.000833296494294
59,1.12611861075,0.630710358942,9.599999e-06,1.1256154,0.000889516867181,0.000797847598467
60,1.12495855588,0.298003258209,1.04e-05,1.1247301,0.00084715343622,0.000766622091417
61,1.12382147957,0.581485970245,1.12e-05,1.12339185,0.000688226511677,0.000738847700616
62,1.12270666631,0.291295490318,1.2e-05,1.1224987,0.00084380531552,0.000713935922639
63,1.12161343238,0.893558003592,1.28e-05,1.1209956,0.000682273498679,0.000691429523594
64,1.11948910951,0.531781866729,1.44e-05,1.11914225,0.00052153172902,0.00065225900635
65,1.11744358811,0.564333291986,1.6e-05,1.11709415,0.000614785841879,0.000619205195683
66,1.11547233638,-1.98577370866,1.76e-05,1.1166456,0.000592985697129,0.000590834503519
