delta_t,meanB,meanR,stdB,stdR,stderrB,stderrR
1.25e-08,0.0,1.5101645,0.0,0.13849482171,0.0,0.0309683835874
2.5e-08,15.6260085,1.60768485,23.0861187631,0.135919404565,5.1622130891,0.0303925028068
3.75e-08,37.0661395,2.21811955,26.0442777399,0.156439431906,5.82367754513,0.0349809204104
5e-08,15.858232,1.77345585,17.5413273551,0.121551661175,3.92236003815,0.0271797777166
6.25e-08,6.998191,1.56780305,14.0008869081,0.143554950096,3.13069348719,0.032099862692
7.5e-08,10.732711,1.5052649,16.3967539798,0.124032291809,3.66642565092,0.027734463589
8.75e-08,8.814425,1.5421141,15.2717750367,0.0658450291745,3.41487271191,0.0147233961215
1e-07,8.8566015,1.5217722,15.3437562035,0.105706258207,3.43096819013,0.0236366378997
1.125e-07,3.5287635,1.5596751,10.5891034445,0.12031973057,2.36779551228,0.0269043096589
1.25e-07,21.1900845,1.53548965,20.6787097225,0.106706489729,4.62390006265,0.0238602964675
1.375e-07,7.057997,1.55802095,14.1187892206,0.160571103119,3.15705724572,0.0359047901796
1.5e-07,19.0062825,1.55506765,25.433390314,0.133067250713,5.68707896404,0.0297547418174
1.625e-07,7.1559435,1.53674405,14.3149462935,0.138670773326,3.20091930066,0.031007727565
1.75e-07,8.8255625,1.59977325,15.2930284707,0.135945780304,3.41962512424,0.0303984006014
1.875e-07,8.7532955,1.5650299,15.1675287007,0.129650820478,3.39156252255,0.0289908047926
2e-07,12.1967325,1.570479,19.9103910772,0.120120139773,4.45209879072,0.0268596798
2.25e-07,8.780812,1.5805269,11.9126868807,0.103368304476,2.66375776599,0.0231138555527
2.5e-07,9.724169,1.5756809,10.4717548106,0.0888792623619,2.34155556002,0.0198740072431
2.75e-07,7.806738,1.5351684,10.3197450721,0.0765299246383,2.30756514918,0.0171126113804
3e-07,11.374868,1.55710115,12.6944134859,0.0855298844243,2.8385571489,0.019125063568
3.25e-07,10.512453,1.5810271,15.0244006164,0.0665687839103,3.35955810995,0.0148852326003
3.5e-07,5.2659565,1.56578565,13.825742804,0.0904730142762,3.09153007492,0.0202303810051
3.75e-07,3.59349,1.58233175,9.16424925051,0.104777859646,2.04918842869,0.0234290416705
3.999999e-07,6.9943845,1.5446452,10.1112339149,0.0984548547541,2.26094063702,0.0220151747945
4.5e-07,5.23742865,1.52131405,6.40347711555,0.0624840346212,1.43186101227,0.0139718548922
4.999999e-07,5.7276304,1.54446315,5.8075072148,0.079677263904,1.29859809121,0.0178163778351
5.499999e-07,9.23917235,1.55556975,7.01567988242,0.0644869634856,1.56875371255,0.0144197234016
5.999999e-07,6.5669905,1.54637705,6.09079996688,0.0596212239815,1.36194427633,0.0133317109724
6.499999e-07,8.3063959,1.5558313,8.07090830633,0.0627409065898,1.80470996131,0.0140292932105
6.999999e-07,10.10971385,1.5620981,8.82713724339,0.0519966648439,1.97380789229,0.0116268077194
7.499999e-07,7.44606915,1.54239025,8.94423461442,0.0676601855635,1.99999166046,0.015129277429
7.999998e-07,7.4931176,1.54304495,8.61396012104,0.0534878229623,1.92614003861,0.0119602408112
8.999999e-07,6.56419385,1.5468294,5.05938991782,0.0484742224129,1.13131397809,0.0108391656472
9.999999e-07,7.9921591,1.5347714,6.57974145024,0.0343818611253,1.47127491571,0.00768801786691
1.1e-06,8.5710437,1.54429035,6.55481350703,0.0497021495735,1.46570085816,0.0111137385074
1.2e-06,7.68648835,1.54429555,4.99790104341,0.0411163457234,1.11756464779,0.00919389440239
1.3e-06,8.8496685,1.53494105,6.95430533844,0.0246766308204,1.5550299473,0.00551786239701
1.4e-06,7.0685672,1.53900195,5.54856559202,0.0478177598989,1.24069698414,0.0106923761666
1.5e-06,7.46546385,1.536826,5.02287831793,0.0407596776974,1.12314973616,0.00911414100725
1.6e-06,7.24472045,1.54078945,5.70428749168,0.042592437935,1.27551745946,0.00952395865501
1.8e-06,9.4341615,1.54259625,5.3928437395,0.0406839603049,1.20587651936,0.00909721008356
2e-06,9.99318325,1.53063935,4.99698904894,0.0316339724035,1.11736071963,0.00707357126927
2.2e-06,8.46530635,1.52778785,4.68230483096,0.0415467593276,1.04699518934,0.00929013781014
2.4e-06,7.7924143,1.51983365,3.69029732941,0.027602540668,0.825175568574,0.00617211572853
2.6e-06,5.66751355,1.5269307,3.46817104425,0.0287551100765,0.775506621254,0.00642983808315
2.799999e-06,8.69354695,1.5086995,3.36353079314,0.0240262886678,0.752108349788,0.00537244147083
2.999999e-06,6.0702359,1.5325646,3.40314325401,0.0284846317765,0.760965965314,0.00636935729662
3.199999e-06,7.56301615,1.52339455,4.0722429599,0.0268030662415,0.910581207922,0.00599334781215
3.599999e-06,7.0404528,1.5140331,2.64885607874,0.0264076152708,0.592302225467,0.00590492228691
4e-06,6.2338183,1.50987615,2.26251426604,0.0244676255024,0.505913569893,0.00547112738715
4.399999e-06,6.9874231,1.51006305,2.63940499213,0.020496478911,0.590188898255,0.00458315201443
4.799999e-06,6.52000655,1.5100743,2.9516117074,0.0250627196012,0.660000442093,0.00560419447294
5.199999e-06,7.8467836,1.5010414,2.70379615789,0.0204007681311,0.604587200635,0.00456175043344
5.599999e-06,6.4278593,1.5017906,3.34978711442,0.0207166593287,0.7490351698,0.00463238585256
5.999999e-06,7.08994835,1.499172,3.03180049972,0.0202309497454,0.677931201158,0.004523777888
6.399999e-06,6.9712423,1.4915581,3.68553979263,0.0253342305348,0.82411175101,0.00566490616334
7.199999e-06,6.6522234,1.50215575,1.51550694701,0.0162973935918,0.338877655389,0.00364420799274
7.999999e-06,6.1911993,1.4935242,1.50977332064,0.0184128954611,0.337595577556,0.00411724859135
8.799999e-06,6.8794948,1.4858158,2.30126470242,0.0139039678387,0.514578430884,0.00310902172443
9.599999e-06,5.79079315,1.47499185,1.46862254599,0.0135445824641,0.328393984612,0.00302866071166
1.04e-05,6.0076689,1.47465465,1.36916354155,0.00992123050471,0.306154275122,0.0022184545829
1.12e-05,6.17605755,1.4650745,2.21655195828,0.0142746461585,0.495636085438,0.00319190791651
1.2e-05,6.32220025,1.4724131,1.70950039426,0.0143936469732,0.382255908914,0.00321851730763
1.28e-05,5.88496975,1.4583259,1.83396939063,0.0222701165621,0.41008802261,0.00497974944997
1.44e-05,5.4661422,1.45201525,1.26844549695,0.0104672453104,0.283633035693,0.00234054720512
1.6e-05,5.4166094,1.44539165,1.2568852969,0.0124397151626,0.281048096378,0.00278160487244
1.76e-05,5.7261971,1.4397707,1.05045003638,0.0129491701321,0.234887768831,0.00289552246676
1.92e-05,5.51472445,1.43250695,1.20990457184,0.00770410270878,0.270542886893,0.00172268973625
2.08e-05,5.2968921,1.42993935,1.15837399759,0.00799119603861,0.259020300197,0.00178688575639
2.24e-05,4.76599995,1.428626,1.17356422135,0.0103647407734,0.26241693749,0.00231762649385
2.4e-05,5.2261403,1.4138458,1.12436479887,0.0123760471581,0.251415612178,0.00276736827383
2.559999e-05,4.89970085,1.4038598,1.19942473853,0.0100516407298,0.268199524925,0.00224761519571
2.88e-05,4.9134277,1.39842445,0.881441916582,0.00826968900549,0.19709640437,0.00184915867691
3.2e-05,4.6388175,1.38519005,0.614003707304,0.00569928061667,0.137295402797,0.00127439788817
3.52e-05,4.57693865,1.37190885,0.584568093353,0.00681405496951,0.130713399421,0.00152366901142
3.839999e-05,4.60942545,1.364066,0.592800494909,0.00841755866032,0.132554220371,0.00188222333691
4.159999e-05,4.24706995,1.35474285,0.766236734606,0.00781177561298,0.171335742544,0.00174676612956
4.479999e-05,4.1905087,1.34899265,0.542020905745,0.00971558519738,0.121199559047,0.00217247089425
4.799999e-05,3.94584875,1.33713035,0.743740990879,0.00808675377562,0.166305541326,0.00180825311596
5.119999e-05,4.0896321,1.3327188,0.676196967124,0.00600449905154,0.151202238467,0.00134264680501
5.759999e-05,3.9218876,1.31605775,0.569051954942,0.0057662967568,0.127243885398,0.00128938315266
