,C,C_stderr,D,F,F_stderr,a,color,dataset,lambdaem,lambdaex,n,r0,r0_stderr,tf,tf_stderr,v,w0,w0_stderr
0,2.63792140848,0.0527106966098,389.4,0.0443573133628,0.0178309034866,0.522,B,BO01562,0.519,0.488,1.33,0.12419698168,0.00204209067774,2.35740973852e-06,1.85252756786e-06,0.688856522743,0.20077889942,0.00393299619204
1,4.94389342858,0.110349517892,389.4,0.0723027574155,0.0202060225823,0.522,B,BO03125,0.519,0.488,1.33,0.121506768448,0.00221524465982,1.75629892382e-06,9.47801585454e-07,0.658419684859,0.197783667567,0.00391239298433
2,8.02902350853,0.248367401925,389.4,0.0287246301352,0.042226058273,0.522,B,BO06250,0.519,0.488,1.33,0.141147387197,0.00300857888058,1.11069281943e-06,2.71760299131e-06,0.781343579166,0.177953384126,0.00455817769581
3,5.46603936848,0.50062100074,389.4,0.359302465799,0.0285446448297,0.522,B,BO12500,0.519,0.488,1.33,0.391854260067,0.0311409757287,9.99999998178e-05,3.33472606797e-05,3.91389297722,0.204395369413,0.0123249844337
4,1.40886117956,0.0147397589954,404.98,0.0508744920116,0.00766740038617,0.652,R,OR01562,0.657,0.633,1.33,0.136020253595,0.00164784075049,2.72874461755e-06,7.25576252379e-07,1.49068895579,0.338216357874,0.00218203403924
5,2.79262537619,0.0298815669768,404.98,0.0466780650046,0.0063542470334,0.652,R,OR03125,0.657,0.633,1.33,0.142913121462,0.00173909820708,3.65897354436e-06,9.16479173063e-07,1.59813092851,0.339725341796,0.00225197913077
6,5.41235621867,0.0564245274253,404.98,0.042130043467,0.00518554102017,0.652,R,OR06250,0.657,0.633,1.33,0.135257902211,0.00165717943163,4.93586687316e-06,1.21267670166e-06,1.4830668617,0.338771270962,0.00235490193443
7,10.6513821463,0.15388450939,404.98,0.0357027726126,0.00791261370708,0.652,R,OR12500,0.657,0.633,1.33,0.13504541675,0.00251806079257,1.68213166119e-05,5.25399947775e-06,1.53381767205,0.34811601628,0.0050423134822
