,C,D,F,F_stderr,color,dataset,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,2.637921408,389.4,0.01,0,B,BO01562,1e-09,0,1.07486222953,0.258168089457,0,2.89616213666,0
1,5.275842816,389.4,0.01,0,B,BO03125,1e-09,0,0.961058247326,0.254463787956,0,2.66546463841,0
2,10.551685632,389.4,0.01,0,B,BO06250,1e-09,0,0.961581188038,0.2567503006,0,2.6196256121,0
3,21.103371264,389.4,0.01,0,B,BO12500,1e-09,0,1.09250854687,0.27620563111,0,2.57178688485,0
4,1.304,404.98,0.01,0,R,OR01562,1e-09,0,2.37474248298,0.369527683788,0,3.12318530721,0
5,2.608,404.98,0.01,0,R,OR03125,1e-09,0,2.52799766099,0.374992906839,0,3.22853688828,0
6,5.217,404.98,0.01,0,R,OR06250,1e-09,0,2.26476622384,0.369866541035,0,2.97309289289,0
7,10.434,404.98,0.01,0,R,OR12500,1e-09,0,2.27431146786,0.374032712579,0,2.91948305177,0
