,C,D,a,color,dataset,lambdaem,lambdaex,n,r0,r0_stderr,v,w0,w0_stderr
0,2.298567298,389.4,0.522,B,BO01562,0.519,0.488,1.33,0.13798249678,0.00022836920691,0.768067790903,0.184305079979,0.00182057983284
1,4.598606151,389.4,0.522,B,BO03125,0.519,0.488,1.33,0.128508785493,0.000219591933659,0.689769183094,0.186295253156,0.00178730928543
2,9.197212302,389.4,0.522,B,BO06250,0.519,0.488,1.33,0.127824255634,0.000341232889966,0.688711650752,0.188310317978,0.00270175868624
3,18.3944246,389.4,0.522,B,BO12500,0.519,0.488,1.33,0.132956933029,0.000958511656485,0.780869835408,0.206273448178,0.00660157168906
4,1.312881026,404.98,0.652,R,OR01562,0.657,0.633,1.33,0.147375441115,0.000265043536225,1.57121740085,0.323905377927,0.00117116246646
5,2.626602564,404.98,0.652,R,OR03125,0.657,0.633,1.33,0.153180374467,0.000247426955626,1.66952121362,0.326384066693,0.00108493677927
6,5.253205128,404.98,0.652,R,OR06250,0.657,0.633,1.33,0.140523303372,0.000232143218519,1.50334883514,0.329157680282,0.000998274459802
7,10.50641026,404.98,0.652,R,OR12500,0.657,0.633,1.33,0.138431857862,0.000241371478415,1.51490441685,0.33646570083,0.00100759751098
