,C,D,F,F_stderr,a,color,dataset,lambdaem,lambdaex,n,r0,r0_stderr,tf,tf_stderr,v,w0,w0_stderr
0,2.637921408,389.4,0.0443407114856,0.0174383862366,0.522,B,BO01562,0.519,0.488,1.33,0.124196998663,0.000220857610992,2.36159324721e-06,1.75774716581e-06,0.688866184027,0.200782556787,0.00254379076995
1,5.275842816,389.4,0.0830171051645,0.0175766917669,0.522,B,BO03125,0.519,0.488,1.33,0.115034979505,0.00028461604513,2.36360037171e-06,9.91337869685e-07,0.627050129101,0.20655739152,0.00285265845229
2,10.551685632,389.4,0.191597398678,0.0504819425671,0.522,B,BO06250,0.519,0.488,1.33,0.112378542431,0.00142315873238,1.93825089024e-05,4.42758272196e-06,0.752835553611,0.255334055435,0.0184884787738
3,21.103371264,389.4,0.499999686103,0.049027204551,0.522,B,BO12500,0.519,0.488,1.33,0.0887613505762,0.00754887068354,3.70059479525e-05,4.17364009019e-06,1.47880056306,0.45981748768,0.0476856037225
4,1.304,404.98,0.0506037303898,0.0130730640923,0.652,R,OR01562,0.657,0.633,1.33,0.148144652618,0.000262801463462,1.44805138569e-06,5.77985297767e-07,1.58831631819,0.324980011601,0.00125426025164
5,2.608,404.98,0.0434852676109,0.00963765394446,0.652,R,OR03125,0.657,0.633,1.33,0.153963351401,0.000245638769305,2.16569791176e-06,7.7297769335e-07,1.68987080851,0.327887548697,0.00120065274221
6,5.217,404.98,0.0398398272847,0.0063819837862,0.652,R,OR06250,0.657,0.633,1.33,0.141061981711,0.000225689306414,3.33139924969e-06,9.47683667921e-07,1.52531834299,0.331716933109,0.00113318813362
7,10.434,404.98,0.0281374916903,0.00466047276569,0.652,R,OR12500,0.657,0.633,1.33,0.138726302775,0.000288354278627,9.01758914633e-06,3.10489833338e-06,1.54410587285,0.340817793229,0.00170583957449
