delta_t,meanB,meanR,stdB,stdR,stderrB,stderrR
1.25e-08,11.8535325,2.92152495,14.2742540121,0.377911522274,3.19182022991,0.0845035853284
2.5e-08,11.0048265,3.326019,12.3450292366,0.480431155408,2.76043245574,0.1074276722
3.75e-08,32.8377075,5.4554739,23.4870116411,0.61559255552,5.25185546178,0.137650680059
5e-08,22.720373,3.72629505,23.9554370615,0.841385676358,5.35659857003,0.188139556763
6.25e-08,7.6237365,3.1056041,9.9830174027,0.318460341311,2.2322705533,0.0712098971309
7.5e-08,10.9343545,3.03654635,12.248557791,0.445137641409,2.73886078471,0.0995358025535
8.75e-08,12.6766165,2.90436955,11.8427762525,0.517787698386,2.64812527429,0.11578084915
1e-07,16.010163,3.00657035,14.5693842147,0.431296056278,3.25781334944,0.0964407300265
1.125e-07,8.469963,2.85772325,11.3945946844,0.418625872694,2.54790882903,0.0936075908484
1.25e-07,11.8147255,3.0905896,17.0133823128,0.527892402042,3.80430793786,0.118040329577
1.375e-07,11.793645,3.0911155,10.7299536573,0.375133143562,2.39929057732,0.0838823209618
1.5e-07,10.092449,3.16802395,14.4397566865,0.428075264733,3.22882775295,0.0957205391428
1.625e-07,9.293222,2.986232,11.3470241972,0.488116055523,2.53727174472,0.109146068106
1.75e-07,12.627345,2.80587855,11.7441707951,0.385184765052,2.62607642373,0.0861299318553
1.875e-07,13.488724,2.93093365,13.694046594,0.336313678615,3.06208190712,0.0752020247146
2e-07,17.73629,2.85714405,18.2219530136,0.482844973265,4.07455256212,0.107967418282
2.25e-07,10.5207909,3.0184551,9.88171650904,0.331497842262,2.20961898486,0.0741251709693
2.5e-07,10.95464485,2.9880774,10.6237021184,0.388782618466,2.37553201095,0.0869344363361
2.75e-07,11.77546315,2.94161125,7.17418154525,0.232626061142,1.60419576181,0.0520167686051
3e-07,7.98196955,2.9868691,11.072115119,0.275436826041,2.47580020607,0.0615895466534
3.25e-07,9.6808236,3.02805975,10.0478762164,0.303756987647,2.24677342493,0.0679221273019
3.5e-07,8.83891645,3.04560305,9.46552930623,0.369376108153,2.11655669717,0.0825950087095
3.75e-07,7.57314435,2.9748865,5.26691784995,0.302414750192,1.17771863444,0.0676219938828
3.999999e-07,8.43256745,3.03366705,10.6659494138,0.313553615117,2.38497879337,0.0701127197992
4.5e-07,11.16120885,2.92236785,6.6849879456,0.273476861159,1.49480874751,0.0611512851825
4.999999e-07,12.0301537,3.0115653,5.30781369855,0.221418640927,1.18686322419,0.0495107132599
5.499999e-07,6.74127545,2.9608851,4.28761568219,0.249969329708,0.958740012676,0.0558948413517
5.999999e-07,9.27670405,2.95521495,7.75324358483,0.24154402567,1.73367797018,0.0540108860957
6.499999e-07,10.9523415,3.10809175,5.85496894227,0.264265096868,1.30921085611,0.0590914720677
6.999999e-07,8.23701,2.9786721,6.99911125801,0.248192178809,1.5650488555,0.05549745833
7.499999e-07,12.0058261,3.0459427,6.41220173653,0.2302228042,1.43381189683,0.0514793840162
7.999998e-07,8.42348755,2.93929685,7.50173470422,0.176352997411,1.67743887478,0.0394337290246
8.999999e-07,9.48473735,2.9930621,3.04534718041,0.194111518031,0.680960331048,0.0434046549533
9.999999e-07,8.5445168,2.86825955,5.17539563098,0.139681001446,1.15725364413,0.0312336214398
1.1e-06,12.0163333,2.9645887,6.70111722216,0.183367345722,1.49841536339,0.0410021849887
1.2e-06,10.7590526,2.9673985,4.73632219598,0.174847892287,1.05907383935,0.0390971772876
1.3e-06,10.22466015,2.95334705,5.09373985216,0.175103593709,1.13899485691,0.0391543538637
1.4e-06,10.00885205,2.90528485,4.20597257431,0.19257172079,0.940484058766,0.0430603458231
1.5e-06,9.58584875,2.95321895,4.02682604434,0.215709012698,0.900425676872,0.0482340015752
1.6e-06,11.15904375,2.9621123,5.34136891358,0.166950817541,1.19436639837,0.037331337692
1.8e-06,7.19615885,2.95593315,3.68943524523,0.110747231753,0.824982800692,0.024763833852
