,C,C_stderr,D,F,F_stderr,color,dataset,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,2.36698625433,0,389.4,0.01,0,B,BO01562,1e-09,0,1.19488759181,0.256949797185,0,3.25016705473,0
1,3.9037549772,0,389.4,0.01,0,B,BO03125,1e-09,0,1.29099008272,0.25150363253,0,3.66530038853,0
2,0.0563570217781,0,389.4,0.01,0,B,BO06250,1e-09,0,177.785968363,0.25041169702,0,509.170753122,0
3,0.0745541635093,0,389.4,0.01,0,B,BO12500,1e-09,0,306.861043745,0.271046577818,0,750.117145338,0
4,1.64285779218,0,404.98,0.01,0,R,OR01562,1e-09,0,1.89866345875,0.375977170679,0,2.4121273465,0
5,3.20587085557,0,404.98,0.01,0,R,OR03125,1e-09,0,2.06825913995,0.380152192629,0,2.5701894921,0
6,6.30711139402,0,404.98,0.01,0,R,OR06250,1e-09,0,1.88404690178,0.375081259854,0,2.40500602545,0
7,12.0331500392,0,404.98,0.01,0,R,OR12500,1e-09,0,1.98030282636,0.377928716772,0,2.4899292815,0
