delta_t,meanB,meanR,stdB,stdR,stderrB,stderrR
1.25e-08,10.718207,1.07080575,22.6993190965,0.0135653736803,5.07572205427,0.00303330976894
2.5e-08,3.545787,1.0803696,10.6376803339,0.0176958291227,2.37865763495,0.00395690768366
3.75e-08,25.1219925,1.163622,25.6407343312,0.0146517397295,5.73344249575,0.00327622860237
5e-08,18.533825,1.10019685,34.5450945229,0.0167887220785,7.72451796423,0.00375407238228
6.25e-08,14.537099,1.0730166,17.8146127223,0.0131777400657,3.98346850399,0.00294663225768
7.5e-08,9.085997,1.0776431,15.7438024173,0.0161237912381,3.52042124293,0.00360538932634
8.75e-08,9.0917445,1.07402585,19.6557628344,0.0176585427578,4.39516218474,0.00394857019899
1e-07,3.7765565,1.07297535,11.3311673643,0.0123610744204,2.5337260491,0.0027640202679
1.125e-07,14.4427035,1.0726429,17.6974381578,0.00989125311525,3.95726747484,0.00221175143484
1.25e-07,7.4179575,1.07158535,14.8408794641,0.0171599110583,3.31852153277,0.00383707276141
1.375e-07,16.4101755,1.06797175,18.1601476047,0.0154368896928,4.06073245256,0.00345179347143
1.5e-07,3.54419,1.07431425,10.6331934593,0.0140172031122,2.37765433928,0.00313434190132
1.625e-07,9.2617405,1.07013035,19.9948120141,0.0147028904617,4.47097588609,0.0032876662538
1.75e-07,12.6678685,1.0700378,20.6470658274,0.0140731062371,4.61682427261,0.00314684222007
1.875e-07,10.9872645,1.07113615,16.7915302895,0.00856423366843,3.75470031736,0.00191502086578
2e-07,12.6725765,1.07588095,20.6832713054,0.0139973118579,4.62492006359,0.00312989408165
2.25e-07,8.18294,1.06795285,12.2238362985,0.00696293372276,2.73333289093,0.00155695931269
2.5e-07,18.179922,1.0704635,18.3405390836,0.0113396484756,4.10106921349,0.00253562248324
2.75e-07,18.133393,1.0704051,13.9113104375,0.00912347461716,3.11066357944,0.0020400709435
3e-07,11.8493265,1.07177975,11.9748060701,0.00829174601562,2.67764803901,0.00185409077431
3.25e-07,12.5935145,1.0727589,13.9557120553,0.0100117619873,3.120592083,0.00223869803781
3.5e-07,8.1030195,1.07495895,13.2730617425,0.0115761630667,2.96794683257,0.00258850875358
3.75e-07,9.080456,1.07094665,14.6838564826,0.00880088933162,3.28341012669,0.0019679386808
3.999999e-07,12.641012,1.07197315,13.9477630253,0.0132390695378,3.11881462587,0.00296034594454
4.5e-07,5.3790225,1.07141925,7.66461288164,0.00819958834256,1.71385954246,0.00183348369215
