,Nfit,Nres,delta_t,g(t),std_err,std_err_fit
35,1.25435342572,-0.243452768267,1.2e-06,1.255437,0.00436248140626,0.00445084367358
36,1.25401969206,-0.903689043427,1.3e-06,1.2578775,0.00416540815437,0.0042689505886
37,1.25368692132,-2.06295097144,1.4e-06,1.2621592,0.00369429669531,0.00410687153589
38,1.25335510906,0.444152082545,1.5e-06,1.2515957,0.00524888337797,0.00396128528651
39,1.25302425089,1.19143149771,1.6e-06,1.24846155,0.00341275504723,0.00382959904983
40,1.25236537936,0.381304462905,1.8e-06,1.25099265,0.002584585054,0.00360009788792
41,1.25171027211,-0.456868016633,2e-06,1.25326645,0.00238680187749,0.00340617817026
42,1.25105889496,-0.0757506250831,2.2e-06,1.2513043,0.00304979439069,0.00323959072478
43,1.25041121416,-0.878819303683,2.4e-06,1.25313075,0.00217436110372,0.00309452901768
44,1.24976719636,1.12280267228,2.6e-06,1.2464361,0.00283571427148,0.00296677273732
45,1.24912681185,1.16775839661,2.799999e-06,1.245795,0.00306104650569,0.00285317223834
46,1.24849002171,1.13940724521,2.999999e-06,1.24535515,0.00339440510493,0.00275132153239
47,1.24785679705,2.76558253426,3.199999e-06,1.24050215,0.00305361483023,0.00265934967395
48,1.24660091767,1.73331735754,3.599999e-06,1.24226865,0.00152346348541,0.00249941050795
49,1.24535892159,1.98010528856,4e-06,1.24067675,0.00245056174262,0.00236460936496
50,1.24413057502,0.18735818801,4.399999e-06,1.2437092,0.00216660682358,0.00224905531455
51,1.24291563156,-0.348091349028,4.799999e-06,1.24366355,0.00198397289986,0.00214861575665
52,1.24171386278,2.26123462763,5.199999e-06,1.23705505,0.00246975990177,0.00206029776202
53,1.24052504268,2.25011672809,5.599999e-06,1.2360656,0.00269222090234,0.00198187341818
54,1.23934895062,1.49510115878,5.999999e-06,1.23649085,0.00253546168505,0.00191164619687
55,1.23818537108,1.23428362478,6.399999e-06,1.23590405,0.00149524111847,0.00184829875753
56,1.23589491259,2.89190569298,7.199999e-06,1.23086795,0.00148232109625,0.00173828848234
57,1.23365204099,2.56222825415,7.999999e-06,1.22943535,0.00190797467918,0.00164571392838
58,1.23145520352,0.718823376323,8.799999e-06,1.2303292,0.00139806613685,0.00156645882272
59,1.22930291664,2.65184504465,9.599999e-06,1.2253314,0.00192475445759,0.0014976441833
60,1.22719375953,2.82705578194,1.04e-05,1.22313075,0.00170456312713,0.00143718889251
61,1.22512638096,2.09395433644,1.12e-05,1.2222293,0.00160403340068,0.00138354715153
62,1.22309948001,1.99086234387,1.2e-05,1.2204406,0.00182074141135,0.00133554365893
63,1.22111181358,2.89740157315,1.28e-05,1.2173676,0.00118310306483,0.00129226723444
64,1.21724946981,2.49409448006,1.44e-05,1.21421375,0.00124167114985,0.00121716450985
65,1.21353039916,1.3287578388,1.6e-05,1.211997,0.00112698458951,0.00115401205973
66,1.20994636213,1.63795799054,1.76e-05,1.20814465,0.00108484407699,0.00109997661338
67,1.20648975947,1.77347692084,1.92e-05,1.20462215,0.00120021086955,0.00105307983108
68,1.20315356985,1.85866671385,2.08e-05,1.2012728,0.0008806390935,0.00101189368068
69,1.19993129473,0.495764268412,2.24e-05,1.19944775,0.00110247916052,0.000975358575131
70,1.19681690959,-0.535858089169,2.4e-05,1.19732205,0.0011023501655,0.000942669841075
71,1.19380483908,0.668626035315,2.559999e-05,1.19319425,0.00104566091989,0.000913204317847
72,1.18806708114,1.50280869661,2.88e-05,1.18677155,0.000664464229568,0.000862075226597
73,1.18268057092,1.28396195657,3.2e-05,1.1816289,0.000801850260024,0.000819084895251
74,1.17761259214,-0.121954489991,3.52e-05,1.177708,0.000831836266942,0.00078230016545
75,1.17283450867,-1.16987026922,3.839999e-05,1.17371235,0.000675345005442,0.000750372575784
76,1.16832106844,-0.938877880148,4.159999e-05,1.16899925,0.000933002716703,0.000722329161863
77,1.16404998575,-0.651462483745,4.479999e-05,1.16450435,0.000707823739624,0.000697448642043
78,1.1600014622,-0.275236672055,4.799999e-05,1.1601873,0.000975606514175,0.000675183421658
79,1.15615785434,-0.538525522751,5.119999e-05,1.15651065,0.00084186727361,0.00065510946208
80,1.14902388964,-1.89597379626,5.759999e-05,1.1501999,0.000479912465456,0.000620265942231
81,1.14254009492,-4.33104284022,6.399999e-05,1.14509955,0.000745037299318,0.000590955317349
82,1.1366184996,-2.70435781837,7.039999e-05,1.1381488,0.000584283234399,0.000565863809872
83,1.13118665577,-1.68615004632,7.679999e-05,1.13210405,0.000387466653243,0.000544075029275
84,1.12618431013,-2.78435866517,8.319999e-05,1.1276459,0.000537910777453,0.000524928008455
85,1.12156091258,-0.772416382515,8.959998e-05,1.12195325,0.000511337529793,0.000507932622503
86,1.11727368571,-3.68845273163,9.599998e-05,1.11909105,0.000441430891958,0.000492716743313
87,1.11328618926,-3.52972108394,0.0001024,1.1149769,0.000546034449005,0.00047899221616
88,1.10608971892,-3.24159941376,0.0001152,1.10756515,0.000312039863439,0.000455154752693
89,1.09976866614,-3.13887830798,0.000128,1.10113435,0.000389525167833,0.000435086083428
90,1.0941688628,-2.80726362549,0.0001408,1.095342,0.000278162686211,0.000417892955069
91,1.08917087791,-3.40653571351,0.0001536,1.09054355,0.000391825831684,0.000402952084077
92,1.08468065493,-2.60289365202,0.0001664,1.0856953,0.000395723963768,0.000389813743848
93,1.08062304484,-3.46032945913,0.0001792,1.08193155,0.000406799628042,0.00037814430223
94,1.07693723548,-2.97074195746,0.000192,1.07802955,0.00040659820754,0.000367690396164
95,1.0735734551,-1.35278704246,0.0002048,1.0740581,0.000359100159426,0.000358255737839
96,1.06765418821,-1.68202504793,0.0002304,1.0682292,0.000382489644304,0.00034185620811
97,1.06260991404,-1.00243542198,0.000256,1.06293875,0.000233237259834,0.000328036051677
98,1.05825758063,-0.369777716583,0.0002816,1.0583745,0.000302304941243,0.000316185722716
99,1.05446235247,-2.27032698235,0.0003072,1.0551568,0.000316875556015,0.000305879578459
100,1.05112262121,-2.69221770769,0.0003327999,1.0519217,0.000254508527362,0.000296810309412
101,1.04816025406,0.0559475143357,0.0003583999,1.0481441,0.000337820883754,0.000288749682887
102,1.0455141992,-0.266051849483,0.0003839999,1.0455891,0.000278196090016,0.000281524352538
103,1.04313599632,0.411262002126,0.0004095999,1.0430229,0.000245500151731,0.000274999907042
104,1.03903454025,0.227539178296,0.0004607999,1.03897455,0.000221775511216,0.000263650762279
105,1.03562196824,-0.804008241185,0.0005119999,1.03582625,0.000174819076119,0.000254078481548
106,1.03273767718,-0.510534186717,0.0005631999,1.0328632,0.000205658814545,0.000245864632987
107,1.03026762516,0.808387589195,0.0006143999,1.03007465,0.000216265892769,0.000238716732462
108,1.02812853253,2.11137520207,0.0006655999,1.0276378,0.00024438109174,0.000232423389058
109,1.02625812641,1.38883858761,0.0007167999,1.0259431,0.000282806867844,0.000226827535777
110,1.02460888705,2.46782442542,0.0007679999,1.0240615,0.000203336242466,0.000221809718412
111,1.02314391153,4.28214094936,0.0008191998,1.0222135,0.000291584443172,0.000217277271452
112,1.02065614272,4.20885119852,0.0009215999,1.01977485,0.000234396579273,0.000209390403971
113,1.01862400354,3.75243225487,0.001024,1.01786325,0.000224429887437,0.000202736194566
114,1.01693366004,4.24925202013,0.0011264,1.01609645,0.000240602155799,0.00019702533783
115,1.01550628725,4.0196088237,0.0012288,1.0147343,0.000216524826521,0.00019205537941
116,1.01428555568,3.69328872316,0.0013312,1.0135924,0.000235785150084,0.000187679858834
117,1.01323013099,4.04473463756,0.0014336,1.01248675,0.000174416353519,0.000183789857173
118,1.01230899177,6.98821237178,0.001536,1.011049,0.000207893037401,0.000180302471567
119,1.0114984007,5.30473145436,0.0016384,1.01055865,0.000211161446232,0.000177153337709
120,1.01013885479,4.37890248997,0.0018432,1.0093871,0.000175808687214,0.000171676568225
121,1.00904476685,3.30101286716,0.002048,1.0084933,0.000115795749058,0.000167059934286
122,1.0081464998,3.12166600859,0.0022528,1.00763735,0.000154530389811,0.000163101988366
123,1.00739670135,3.26284686638,0.0024576,1.00687575,0.000141229651189,0.000159661635327
124,1.00676206514,4.55266975556,0.0026624,1.00604895,0.000139947873778,0.00015663671886
125,1.00621849592,4.27762759111,0.002867199,1.00555995,0.00017914338496,0.000153951228245
126,1.00574813048,2.11307430589,0.003071999,1.0054279,0.000164204124491,0.000151547238725
127,1.00533746231,2.58677825917,0.003276799,1.00495105,0.00016338694065,0.000149379789536
128,1.00465586424,4.19184741562,0.003686399,1.00404545,0.000144872417578,0.000145619402748
129,1.00411431495,2.48816330722,0.004096,1.00375985,0.000172910761305,0.000142460510958
130,1.0036747028,2.26350860984,0.004505599,1.00335835,0.000172214593966,0.000139762160992
131,1.00331146804,1.68613541417,0.004915199,1.00307975,0.000103060585943,0.000137425551198
132,1.00300685405,2.27881547576,0.005324799,1.00269835,0.000100542833534,0.000135379149587
133,1.00274815007,1.88703047895,0.005734399,1.0024961,0.000118599365513,0.000133569709343
134,1.00252602682,2.340365568,0.006143999,1.0022172,0.000162858644229,0.000131956675418
135,1.00233348832,0.0282614385906,0.006553599,1.0023298,0.000152511697912,0.000130508546028
136,1.00201698113,0.343179032,0.007372799,1.00197305,0.000143444910593,0.000128012377131
137,1.00176841703,2.24932102088,0.008191999,1.00148515,0.000115226283351,0.000125934474644
138,1.00156867044,3.29628822769,0.009011199,1.00115935,0.000119695974765,0.000124176176236
139,1.0014050775,4.33426644538,0.009830398,1.0008734,0.000106873088287,0.000122668397147
