,C_BR00781,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,a,color,lambdaem,lambdaex,n,r0,r0_stderr,tf,tf_stderr,v,w0,w0_stderr
0,0.8289059999999999,1.6578119999999998,3.315625,6.63125,419.01,0.15257402994072278,0.009416817079323687,0.522,B,0.519,0.488,1.33,0.11990026284168455,0.0005912870522445365,1.001602917309685e-05,1.2558441988221725e-06,1.6376523016661189,0.302618205413953,0.0038202551732921296
