delta_t,meanB,meanR,stdB,stdR
1.25e-08,2.438248625,1.5778224250000004,0.5156952422403025,0.1449227985409624
2.5e-08,5.679385400000002,1.7330749749999999,0.8618238402504249,0.2155664579202302
3.75e-08,5.767107725000001,2.5050801999999996,0.7513698126586197,0.3009856709273051
5e-08,3.143307475,2.0023028750000003,0.5290173739549575,0.33373351411299607
6.25e-08,2.6531991750000006,1.6454714,0.47282918805160956,0.15186807702818916
7.5e-08,2.597716075,1.6787086249999998,0.5538666018863831,0.199950022465201
8.75e-08,2.5543303500000003,1.6669055499999998,0.5006360614813194,0.1802504982256568
1e-07,2.6069761999999996,1.62556595,0.5517592929496158,0.16830833005394444
1.125e-07,2.5149256500000003,1.6708247999999997,0.5256927579831947,0.17406367803410333
1.25e-07,2.52667925,1.6093352500000002,0.5482717836620699,0.14447873504183062
1.375e-07,2.5840189000000002,1.6178434999999998,0.4250260837850896,0.18377005951201625
1.5e-07,2.5948693250000003,1.6382213749999999,0.4911664998753675,0.18296339429318745
1.625e-07,2.5173576000000004,1.6289456249999996,0.48033742915427685,0.14891827611758862
1.75e-07,2.5640028500000005,1.620762575,0.4220435157074179,0.14000261094152627
1.875e-07,2.657054125,1.6445379000000002,0.5108542434139208,0.17384793173256333
2e-07,2.5517932000000005,1.651439525,0.4448891194274816,0.17053079123973292
2.25e-07,2.5042015500000003,1.6656957749999997,0.4381861338491868,0.1291216145704288
2.5e-07,2.5786200249999998,1.6654594250000005,0.31936314195101534,0.0962255039872194
2.75e-07,2.4727344,1.6326994500000005,0.37032040451295684,0.11717711358835181
3e-07,2.4343016500000005,1.627756325,0.36408235543806233,0.10112471800069148
3.25e-07,2.54175765,1.6417774249999995,0.36441469365816953,0.09991818201480836
3.5e-07,2.41445045,1.6374145999999992,0.28911792463188357,0.11823832005948831
3.75e-07,2.47725125,1.6517039999999998,0.29226988807331405,0.10432060442692995
3.999999e-07,2.547074025000001,1.639971275,0.35151184269704816,0.11505254950760274
4.5e-07,2.4413258499999997,1.6312784999999999,0.3025279670956514,0.07613678820452043
4.999999e-07,2.5563867750000004,1.6372867750000002,0.2488818833333884,0.09304623174758006
5.499999e-07,2.4866484999999994,1.6404088250000002,0.256834657803323,0.07573565747812834
5.999999e-07,2.4040305749999997,1.59756265,0.2317199079060631,0.0865330046382737
6.499999e-07,2.4837420500000005,1.6129093500000002,0.23030833635215534,0.09611790130681953
6.999999e-07,2.4692161499999994,1.6194838750000002,0.3047623831384502,0.0813943434586174
7.499999e-07,2.4451519000000004,1.6348200500000005,0.2176230969259467,0.0783879471197422
7.999998e-07,2.4747633,1.6110760750000002,0.27657410867805393,0.07381061537251518
8.999999e-07,2.456688875,1.618256225,0.162988963797735,0.04893320471238704
9.999999e-07,2.450351025,1.6346421999999996,0.1713283853832294,0.05157799410029436
1.1e-06,2.4448027749999994,1.6129614499999996,0.1402943261020359,0.05314465353775015
1.2e-06,2.417433625,1.6164986250000002,0.18555084058590074,0.061403626645210256
1.3e-06,2.4206769999999995,1.6211613999999994,0.17701940220876922,0.06094186839923762
1.4e-06,2.3949329750000006,1.608660925,0.14413611989218522,0.05430949962179154
1.5e-06,2.4655364250000003,1.6262747499999999,0.19903631662800736,0.05399704855672669
1.6e-06,2.414594175,1.6244418749999998,0.1945023770531979,0.05662958482153453
1.8e-06,2.386262975,1.61741035,0.1377528659780782,0.041610485183154265
2e-06,2.3955232750000004,1.6178103,0.1405093433236715,0.0511382223196114
2.2e-06,2.3487094500000003,1.6181256249999998,0.1226292747395478,0.04120368199365653
2.4e-06,2.373757424999999,1.6096112499999997,0.1463164082223671,0.0484617090483559
2.6e-06,2.360877225,1.6059886250000002,0.13731442333718763,0.043052969270822375
2.799999e-06,2.3778107250000007,1.6051766749999998,0.11878112238798459,0.03652455996612929
2.999999e-06,2.344370475,1.6023920999999999,0.13792346823927165,0.03960004872522254
3.199999e-06,2.2906682750000003,1.598676025,0.13019239388381862,0.04309635534792212
3.599999e-06,2.313614174999999,1.6003905000000003,0.08648718385196946,0.03624670799603736
4e-06,2.3184956999999997,1.5918745,0.10043777835137531,0.0250089816735908
4.399999e-06,2.2825707750000004,1.5870423,0.0819450033990748,0.033255869404663
4.799999e-06,2.3020402250000003,1.57898065,0.1045235466577956,0.028019042363676517
5.199999e-06,2.2798992999999994,1.5801368999999998,0.06858928909428932,0.03256363884442278
5.599999e-06,2.2564874750000006,1.582060475,0.09580637668130121,0.02782914751477979
5.999999e-06,2.24728165,1.5743710999999998,0.0950796493989513,0.026391291315318397
6.399999e-06,2.2433395000000003,1.5755510750000004,0.09066655678666745,0.025707312436724587
7.199999e-06,2.2020443,1.5772244000000006,0.06904619822560837,0.02462706720541445
7.999999e-06,2.2014773999999995,1.5697801250000003,0.05875381967574534,0.022505829375061372
8.799999e-06,2.18493545,1.5654925000000002,0.05550952326986336,0.02048240975813149
9.599999e-06,2.1581680250000006,1.5707152,0.06932028400384968,0.017926166562039974
1.04e-05,2.1457542500000004,1.5639811000000001,0.07048602474985732,0.019639944840553914
1.12e-05,2.128110825,1.5598701500000005,0.05321700231922474,0.023126104426113347
1.2e-05,2.1058665,1.5546855750000004,0.05539003940240522,0.019633742921164453
1.28e-05,2.100440475,1.544185975,0.06498623319288,0.020586820120513393
1.44e-05,2.0635182750000003,1.53323705,0.04174583262134528,0.014227567854257462
1.6e-05,2.0460088499999998,1.5289502749999997,0.048375182473325104,0.01705355235132478
1.76e-05,2.0237296250000005,1.5222927249999998,0.0508690257616005,0.0167083444526792
1.92e-05,1.985839925,1.5222250999999996,0.04893435596254818,0.019479443592926367
2.08e-05,1.9899003250000002,1.5176359750000006,0.0404789296470321,0.015670980681641303
2.24e-05,1.9614147249999998,1.507900625,0.052907498388218774,0.01155175527936664
2.4e-05,1.93339395,1.496484825,0.040762074580392736,0.013007947601154271
2.559999e-05,1.9224650749999994,1.4897128500000003,0.04838330622869185,0.016088247100834195
2.88e-05,1.8761138750000004,1.48297825,0.03591592873168359,0.013545558574215397
3.2e-05,1.8522706750000004,1.470533,0.034695223960501745,0.011783073527310268
3.52e-05,1.82052155,1.457214775,0.025491201667389093,0.011527036892643972
3.839999e-05,1.7918470250000003,1.4464476000000002,0.03133003437955942,0.01227464612280126
4.159999e-05,1.7646985000000002,1.4392878999999996,0.03158535598263853,0.012166782257030823
4.479999e-05,1.7313562749999996,1.4263955999999993,0.027853967392444747,0.010421852166961504
4.799999e-05,1.7141836999999995,1.4191476749999998,0.022909222394267327,0.010682519537514323
5.119999e-05,1.6988065000000003,1.414607625,0.025838052312432518,0.012715579665684729
5.759999e-05,1.6529544249999994,1.394665075,0.02603275501352813,0.008748001587184072
6.399999e-05,1.6174030499999996,1.3799127999999998,0.023065189314148273,0.008467082189869178
7.039999e-05,1.5856796249999998,1.3680485,0.023605153732487644,0.007470308246652237
7.679999e-05,1.561476375,1.3531577000000001,0.022009443565987177,0.008686748891846714
8.319999e-05,1.5356623999999999,1.3423521250000001,0.021412886317355738,0.008297239354711603
8.959998e-05,1.510038325,1.3303483249999999,0.015947903543079737,0.007775660918492721
9.599998e-05,1.48881475,1.3197969999999999,0.019686111958370552,0.007286518256341621
0.0001024,1.4720414500000003,1.3103290749999996,0.024318221880875672,0.00796869116727302
0.0001152,1.4343368500000002,1.292994725,0.014460689044008249,0.006401531285510896
0.000128,1.40975805,1.2749120499999997,0.01614860755754192,0.004776995273966672
0.0001408,1.3807276000000002,1.2605794249999998,0.014591323949182954,0.006185990461872277
0.0001536,1.357667375,1.2482525749999998,0.014324118797830989,0.006265537239086115
0.0001664,1.3387480500000002,1.2364377,0.014784324321642162,0.006005939719144716
0.0001792,1.31855945,1.22592715,0.01338569857525187,0.004817786486292215
0.000192,1.3055962750000005,1.2148568,0.012833835317214215,0.005901179120311449
0.0002048,1.2877713999999998,1.2066201250000002,0.012862065830962001,0.005153686414536198
0.0002304,1.2624071999999997,1.1899252500000002,0.01370127545559171,0.003943135356223506
0.000256,1.2383203750000003,1.1768906500000003,0.012917629170415718,0.004777674008081774
0.0002816,1.2206599749999998,1.1650615500000001,0.010948773971288994,0.0038235301028630743
0.0003072,1.2076852249999994,1.1545859249999997,0.009940005733115789,0.0037008651176954504
0.0003327999,1.19123975,1.1458127499999997,0.00957543095570638,0.004751779339100251
0.0003583999,1.1804421749999998,1.136896475,0.010587897987531568,0.0039095444235070515
0.0003839999,1.1699622250000004,1.129577475,0.009340188955496306,0.004085464557351478
0.0004095999,1.1606611,1.124401425,0.009033641084302593,0.003644278535509467
0.0004607999,1.143873975,1.11229505,0.007437082810106057,0.003417247817688978
0.0005119999,1.1300616499999998,1.1021761749999999,0.0062216257141923985,0.0031704645865196046
0.0005631999,1.1170793749999999,1.093940475,0.0062449928970636165,0.00277660184386869
0.0006143999,1.1085971249999997,1.0866988749999997,0.006786056613334054,0.0032454324456649775
0.0006655999,1.1003520000000004,1.080549125,0.006278905139433159,0.002877917460486827
0.0007167999,1.0928594750000002,1.075175925,0.007693251558955737,0.002903586061988703
0.0007679999,1.0876497250000003,1.0694842000000002,0.006631708735263848,0.0032273650180913898
0.0008191998,1.0810626000000003,1.064748125,0.005920291854292311,0.0026861310670507196
0.0009215999,1.0715535000000003,1.0580384749999996,0.004477406766198481,0.0023236926430522074
0.001024,1.062653,1.05184385,0.004182282504805249,0.0022428460552387417
0.0011264,1.0591280250000001,1.046223625,0.004678206234698847,0.0024779580977843333
0.0012288,1.05430865,1.04126265,0.005071941613179299,0.0020475055500535325
0.0013312,1.0493539,1.037830625,0.004636746126326087,0.0023064394278573454
0.0014336,1.0470308750000001,1.0342499749999998,0.004503462768734182,0.0020793225036956128
0.001536,1.0427207999999997,1.031247075,0.006189277074909463,0.002017827264503844
0.0016384,1.03902175,1.0288255749999995,0.005920570364204785,0.002407509874200921
0.0018432,1.033958025,1.02503225,0.004456248615637945,0.0020982668175186926
0.002048,1.0310963750000002,1.0213856749999999,0.003238739590392386,0.0019365261344415192
0.0022528,1.027466375,1.018509125,0.004339164866005343,0.0015087341579532784
0.0024576,1.024903325,1.0167814000000002,0.004028230097620425,0.0021736887633697593
0.0026624,1.0231983000000002,1.014766975,0.004132784794784261,0.00196046561417818
0.002867199,1.01979165,1.0127914000000002,0.004845193234278697,0.0018910417208512244
0.003071999,1.0179670250000004,1.0119830000000003,0.004340306316883063,0.0018778562112153308
0.003276799,1.0173320750000001,1.0109516249999997,0.003819628701768672,0.0016578962073588877
0.003686399,1.0147634,1.01050565,0.0031945454355823536,0.0016331287081855937
0.004096,1.013648025,1.0103879,0.0026490041759829356,0.0013174681172612916
0.004505599,1.0119539750000004,1.0111835,0.003379570945308745,0.0018361598922751919
0.004915199,1.010509125,1.0117972499999999,0.003254296530646091,0.0019126312209885223
0.005324799,1.0102626749999999,1.0120692249999999,0.0026732051865457273,0.0019723303030615763
0.005734399,1.009627775,1.0111985750000003,0.003475193544879919,0.002142884304943931
0.006143999,1.0083950500000003,1.0095003249999999,0.0035338441600472476,0.0020777322058857747
0.006553599,1.0073318749999998,1.0066341250000002,0.003063651466693788,0.0016266903083792677
0.007372799,1.0066051749999998,1.0028124375,0.002527472075884328,0.0012899101084353725
0.008191999,1.0062183300000005,1.0019638374999997,0.002902425273301608,0.0013471771159887507
0.009011199,1.00575665,1.0018116825,0.0022971868834511704,0.001547979591901571
0.009830398,1.004299,1.004185825,0.0023615043379168247,0.0014379214666924503
0.0106496,1.0042191699999996,1.0070969,0.002677714418884136,0.0016214224896676432
0.0114688,1.0039082525,1.0058679,0.0028934821678202357,0.0016596340229098837
0.012288,1.00406485,1.0022074474999996,0.0023784925535935645,0.0017249523400644175
0.0131072,1.00300336,1.0000869325,0.002671481631398575,0.0012386344471609638
0.0147456,1.0025216775000003,1.0012701249999998,0.0018445177570963402,0.001016680103756837
0.016384,1.002389595,1.0048785999999998,0.0018729627019711305,0.0013465338614383265
0.0180224,1.0022244525,1.00052556,0.0023766508247939524,0.0016413371868388366
0.0196608,1.002486865,0.9992251699999997,0.0022710675848100657,0.0012077235503624184
0.0212992,1.0019493825000003,1.0039070575000002,0.0027033935459795334,0.0014907858880281021
0.0229376,1.0014148425000002,1.0024132375000003,0.00250792328171014,0.0011490520440100886
0.024576,1.001315585,0.9987670100000002,0.002477328752260189,0.0008742761468209087
0.02621439,1.00156806,1.0022853349999998,0.0023157694565521833,0.001051061457182674
0.0294912,1.0013961000000002,1.000041065,0.0014701735287033263,0.0007937199331470717
0.032768,1.0008541325,1.0021745249999998,0.0017051372836794539,0.000982317896291732
0.0360448,1.0008578949999998,1.0000147050000001,0.0015991918912297482,0.0008588358023947318
0.03932159,1.0014919125,1.000955635,0.001989422448750836,0.0010387812778804688
0.04259839,1.000895575,1.0012562249999999,0.0016905415566838332,0.0010092509739281924
0.04587519,1.00057309,1.00004697,0.0015006955990140034,0.001027229463459844
0.04915199,1.0004146099999998,1.0019823550000002,0.001561226258554484,0.0009159236589230611
0.05242879,1.0012099349999999,0.9998682925000001,0.0015344245371718412,0.0011176787016820837
0.05898239,1.0009589349999999,1.0004567949999998,0.0014411046380381346,0.0009694537092997239
0.06553599,1.0006570825,1.000833025,0.001364920924978335,0.0006424124281760108
0.07208959,1.0006757900000003,1.0003134599999999,0.001020724507347619,0.0008154814476123952
0.07864319,1.0005109175,1.000397075,0.0013082823252049778,0.0009539778843741474
0.08519679,1.0008413400000002,1.0005613624999998,0.00118097633079585,0.0008207099200349293
0.09175038,1.00067574,1.0004584150000002,0.00143222603607112,0.000698229307802972
0.09830398,1.0006526125000001,1.000631755,0.0014920830369298287,0.0009671471901809934
0.1048576,1.0009253600000003,1.0004265375,0.0012039454848123286,0.0009025266981334942
0.1179648,1.0008493500000002,1.0004538850000002,0.0007672477882014427,0.0005070372622155058
0.131072,1.0005570625,1.0004996300000002,0.0009729582418293947,0.00046135585950545275
0.1441792,0.9998792725000001,1.0003177275,0.0007212404994131693,0.0005924855057246238
0.1572864,1.00012664,1.0004429075000005,0.0011823754515381244,0.0006392772838868502
0.1703936,1.0003199999999999,1.0003426125,0.0011435985117164197,0.0005994673031898948
0.1835008,0.9999382724999994,1.000564105,0.001114261019686923,0.0005774876465994774
0.196608,1.00028183,1.000430435,0.0010089632211334409,0.0006116817160705465
0.2097152,1.0002577924999998,1.0002367224999997,0.0009512681999277407,0.0005900972205863598
0.2359296,1.000290525,1.0004584324999999,0.0007825821575879413,0.0004963020836081083
0.262144,1.0003172625,1.0003388649999998,0.0008268655869267653,0.0005755856493824365
0.2883584,1.0001867,1.0002542300000001,0.0006430311073346363,0.0003841639124124129
