,C_BR00781,C_BR01562,C_BR03125,D,a,color,lambdaem,lambdaex,n,r0,r0_stderr,v,w0,w0_stderr
0,0.8125,1.625,3.25,400.7,0.652,R,0.657,0.633,1.33,0.14873528532130004,0.0007978845506309431,3.077082493580273,0.3716950840958864,0.0032682481368739038
