,C_BR00781,C_BR01562,C_BR03125,D,F,F_stderr,a,color,lambdaem,lambdaex,n,r0,r0_stderr,tf,tf_stderr,v,w0,w0_stderr
0,0.8125,1.625,3.25,400.7,0.035263135199077394,0.03513285328709446,0.652,R,0.657,0.633,1.33,0.14849760561232744,0.0008439819549734249,1.5991962311410973e-06,2.5358802650812394e-06,3.0856909072573493,0.37315272907326075,0.0036546987635219354
