,C_BR00781,C_BR01562,C_BR03125,C_BR06250,D,a,color,lambdaem,lambdaex,n,r0,r0_stderr,v,w0,w0_stderr
0,0.8289059999999999,1.6578119999999998,3.315625,6.63125,419.01,0.522,B,0.519,0.488,1.33,0.12412946862662386,0.0003946892773962011,1.493981039959214,0.26960590717920463,0.001829573506865467
