,C_BR00781,C_BR01562,C_BR03125,D,color,v,wxy,wxy_stderr,wz,wz_stderr
0,0.8125,1.625,3.25,400.7,R,3.0660489064224326,0.40323488194881024,0.00205777628324324,3.386398641823859,0.022116118024523915
