,C_BR00781,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,color,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,0.8289059999999999,1.6578119999999998,3.315625,6.63125,419.01,0.13760497503615282,0.00779419065259247,B,6.2244735838620075e-06,7.813550755873609e-07,1.5844073273097476,0.3192786425307891,0.0015444699049092891,2.791272883554125,0.012298917754343528
