,C_BR00781,C_BR01562,C_BR03125,C_BR06250,D,color,v,wxy,wxy_stderr,wz,wz_stderr
0,0.8289059999999999,1.6578119999999998,3.315625,6.63125,419.01,B,1.5044127656969208,0.30643032940829246,0.001021726104407187,2.8772573280806317,0.011653084736561722
