,C_BR00781,C_BR01562,C_BR03125,D,F,F_stderr,color,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,0.8125,1.625,3.25,400.7,0.03266430596061049,0.04435392670840237,R,1.0897141140254803e-06,2.231215524218271e-06,3.070854140370169,0.4037871374026658,0.0022090895270907925,3.3824346834363888,0.02283403540733107
