,C,D,F,F_stderr,color,dataset,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,2.386967407,389.4,0.01,0,B,BR01562,1e-09,0,1.18510116662,0.257037202442,0,3.22135542621,0
1,1.312881026,404.98,0.01,0,R,BR01562,1e-09,0,2.35911535012,0.369683807368,0,3.10001296924,0
2,4.775462963,389.4,0.01,0,B,BR03125,1e-09,0,1.05935130456,0.253329598705,0,2.96444451659,0
3,2.626602564,404.98,0.01,0,R,BR03125,1e-09,0,2.51052157617,0.375141612025,0,3.20367659594,0
4,9.550925926,389.4,0.01,0,B,BR06250,1e-09,0,1.06040868166,0.255754440083,0,2.91140149988,0
5,5.253205128,404.98,0.01,0,R,BR06250,1e-09,0,2.24956991192,0.370027727141,0,2.95057154242,0
6,19.10185185,389.4,0.01,0,B,BR12500,1e-09,0,1.2053919075,0.275287283792,0,2.85647982485,0
7,10.50641026,404.98,0.01,0,R,BR12500,1e-09,0,2.25905197986,0.374199714993,0,2.89730696312,0
