,C,D,color,dataset,v,wxy,wxy_stderr,wz,wz_stderr
0,2.386967407,389.4,B,BR01562,1.18510116662,0.257037202442,0.001100354389,3.22135542621,0.0161626826098
1,1.312881026,404.98,R,BR01562,2.35911535012,0.369683807368,0.000993276564549,3.10001296924,0.0105664382281
2,4.775462963,389.4,B,BR03125,1.05935130456,0.253329598705,0.00116309040314,2.96444451659,0.0161456475565
3,2.626602564,404.98,R,BR03125,2.51052157617,0.375141612025,0.00091595757666,3.20367659594,0.00995527123729
4,9.550925926,389.4,B,BR06250,1.06040868166,0.255754440083,0.00181504843846,2.91140149988,0.0250712777367
5,5.253205128,404.98,R,BR06250,2.24956991192,0.370027727141,0.000882517036815,2.95057154242,0.00899781589515
6,19.10185185,389.4,B,BR12500,1.2053919075,0.275287283792,0.00407054256897,2.85647982485,0.0508504572457
7,10.50641026,404.98,R,BR12500,2.25905197986,0.374199714993,0.000809783038021,2.89730696312,0.00806113854146
