,C,C_stderr,D,F,F_stderr,a,chisq,color,file,fit,lambdaem,lambdaex,n,r0,redchi,tf,tf_stderr,w0,wxy,wz
28,1.73883000375,0.00368159550265,389.4,,,0.522,252.159334797,B,BR01562,fcs_nr,0.519,0.488,1.33,0.154485016633,1.80113810569,,,0.182327471769,,
29,1.75150784338,0.00367461473935,389.4,0.499999990315,0.122602180866,0.522,242.889227837,B,BR01562,fcs_ntr,0.519,0.488,1.33,0.153759971793,1.76006686838,4.71555351795e-08,6.26155094823e-08,0.185356195064,,
30,3.80557132477,0.00965062763792,389.4,,,,354.703148976,B,BR03125,fcs,,,,,2.53359392126,,,,0.253264635607,3.73358910098
31,4.26588100119,0.0109826184896,389.4,0.111012146376,0.0126995918713,,260.882527393,B,BR03125,fcs_t,,,,,1.89045309705,4.10614796683e-06,8.34463166341e-07,,0.260078612659,3.26558720493
32,4.37205810665,0.0111481534874,389.4,,,0.522,358.612352935,B,BR03125,fcs_n,0.519,0.488,1.33,0.1253260682,2.56151680668,,,0.19238093204,,
33,4.4524147483,0.0120341216033,389.4,0.073236479318,0.0218564224901,0.522,333.90714559,B,BR03125,fcs_nt,0.519,0.488,1.33,0.12376045735,2.41961699703,1.98954490582e-06,9.44604335846e-07,0.197314941629,,
34,3.15848011217,0.00849638141983,389.4,,,0.522,399.076674135,B,BR03125,fcs_nr,0.519,0.488,1.33,0.154485016633,2.8505476724,,,0.182327471769,,
35,3.2228764198,0.0282934744027,389.4,0.0218640799888,0.00888366822937,0.522,390.299883401,B,BR03125,fcs_ntr,0.519,0.488,1.33,0.153759971793,2.82826002465,9.99999999242e-05,5.06032798279e-06,0.185356195064,,
36,7.54035979579,0.0314156851591,389.4,,,,981.525579828,B,BR06250,fcs,,,,,7.01089699877,,,,0.253264635607,3.73358910098
37,8.45437608727,0.0412484125911,389.4,0.102741654193,0.0221992702259,,912.525585571,B,BR06250,fcs_t,,,,,6.61250424327,4.49585800687e-06,1.7427481713e-06,,0.260078612659,3.26558720493
38,8.66632907559,0.038716885992,389.4,,,0.522,1128.15407469,B,BR06250,fcs_n,0.519,0.488,1.33,0.1253260682,8.05824339063,,,0.19238093204,,
39,8.82551275834,0.0445321335644,389.4,0.0586510616425,0.0358835762121,0.522,1129.06933188,B,BR06250,fcs_nt,0.519,0.488,1.33,0.12376045735,8.18166182523,2.46706792858e-06,2.38636874001e-06,0.197314941629,,
40,6.26133715929,0.0292086060493,389.4,,,0.522,1229.78172891,B,BR06250,fcs_nr,0.519,0.488,1.33,0.154485016633,8.78415520648,,,0.182327471769,,
41,6.31989286622,0.032781683908,389.4,0.0472982355282,0.041916977756,0.522,1230.31255403,B,BR06250,fcs_ntr,0.519,0.488,1.33,0.153759971793,8.91530836255,2.0693811532e-06,2.81936290134e-06,0.185356195064,,
42,15.9502860656,0.149950211387,389.4,,,,4261.39786499,B,BR12500,fcs,,,,,30.4385561785,,,,0.253264635607,3.73358910098
43,17.765370185,0.178319108786,389.4,0.0878762638727,0.0902241311678,,4122.52512531,B,BR12500,fcs_t,,,,,29.8733704733,1.62315280106e-06,2.61655599366e-06,,0.260078612659,3.26558720493
44,18.3490314228,0.180027586414,389.4,,,0.522,4636.32321768,B,BR12500,fcs_n,0.519,0.488,1.33,0.1253260682,33.116594412,,,0.19238093204,,
45,18.6332965898,0.192382774474,389.4,0.0282141051796,0.158384534595,0.522,4636.3105759,B,BR12500,fcs_nt,0.519,0.488,1.33,0.12376045735,33.5964534485,8.57575598756e-07,6.55703338126e-06,0.197314941629,,
46,13.2604237562,0.132782210568,389.4,,,0.522,4826.76708794,B,BR12500,fcs_nr,0.519,0.488,1.33,0.154485016633,34.476907771,,,0.182327471769,,
47,13.3544469723,0.135926262199,389.4,0.0334262888792,0.8925560748,0.522,4827.98842369,B,BR12500,fcs_ntr,0.519,0.488,1.33,0.153759971793,34.9854233601,1.71597639725e-07,3.72289250029e-06,0.185356195064,,
