,C,C_stderr,D,F,F_stderr,a,chisq,color,file,fit,lambdaem,lambdaex,n,r0,redchi,tf,tf_stderr,w0,wxy,wz
28,1.92450355342,0.0040829045787,389.4,,,0.522,253.175830515,B,BR01562,fcs_nr,0.519,0.488,1.33,0.15456679678,1.8083987894,,,0.182265579321,,
29,1.93776538961,0.00407467562646,389.4,0.499999746314,0.601270872775,0.522,244.001845682,B,BR01562,fcs_ntr,0.519,0.488,1.33,0.153830251447,1.76812931653,4.71083023971e-08,6.28825204906e-08,0.185277562359,,
30,3.80557132602,0.00965062883227,389.4,,,,354.703148976,B,BR03125,fcs,,,,,2.53359392126,,,,0.253264635607,3.73358910098
31,4.2658818777,0.0109832241814,389.4,0.111010364153,0.0126984590988,,260.882527512,B,BR03125,fcs_t,,,,,1.89045309791,4.10632769546e-06,8.34651008661e-07,,0.260078612659,3.26558720493
32,4.74236813948,0.0121208880577,389.4,,,0.522,360.301227607,B,BR03125,fcs_n,0.519,0.488,1.33,0.125412773455,2.57358019719,,,0.1922949782,,
33,4.87398172772,0.0408137514118,389.4,0.0228490073658,0.00850546589983,0.522,360.065639457,B,BR03125,fcs_nt,0.519,0.488,1.33,0.123873088831,2.60917130041,9.99988164178e-05,0.00012031322938,0.197169182729,,
34,3.49574355338,0.00942062198864,389.4,,,0.522,400.518958462,B,BR03125,fcs_nr,0.519,0.488,1.33,0.15456679678,2.8608497033,,,0.182265579321,,
35,3.56554521543,0.0311368867711,389.4,0.0218359338087,0.0088768209494,0.522,391.664825864,B,BR03125,fcs_ntr,0.519,0.488,1.33,0.153830251447,2.83815091206,9.99999986066e-05,1.25514469128e-05,0.185277562359,,
36,7.54035984641,0.0314153451859,389.4,,,,981.525579829,B,BR06250,fcs,,,,,7.01089699878,,,,0.253264635607,3.73358910098
37,8.45437464048,0.0412511223456,389.4,0.102742731552,0.0221935717128,,912.525585651,B,BR06250,fcs_t,,,,,6.61250424385,4.49572131094e-06,1.74249381724e-06,,0.260078612659,3.26558720493
38,9.40036700527,0.0420310577561,389.4,,,0.522,1130.04235406,B,BR06250,fcs_n,0.519,0.488,1.33,0.125412773455,8.07173110041,,,0.1922949782,,
39,9.56044604324,0.0482814736722,389.4,0.058477041043,0.0359767526798,0.522,1130.9680448,B,BR06250,fcs_nt,0.519,0.488,1.33,0.123873088831,8.19542061451,2.45154188394e-06,2.39513633706e-06,0.197169182729,,
40,6.92992824292,0.0323499943834,389.4,,,0.522,1231.47596499,B,BR06250,fcs_nr,0.519,0.488,1.33,0.15456679678,8.79625689279,,,0.182265579321,,
41,6.99188162188,0.0362877033751,389.4,0.0471682046928,0.0420389874337,0.522,1232.32306604,B,BR06250,fcs_ntr,0.519,0.488,1.33,0.153830251447,8.92987729018,2.06166825826e-06,2.82476709932e-06,0.185277562359,,
42,15.9502852891,0.149950036961,389.4,,,,4261.39786499,B,BR12500,fcs,,,,,30.4385561785,,,,0.253264635607,3.73358910098
43,17.7653473094,0.178331156206,389.4,0.0877607028839,0.0902001158254,,4122.52514003,B,BR12500,fcs_t,,,,,29.8733705799,1.62477143113e-06,2.61492637879e-06,,0.260078612659,3.26558720493
44,19.9032422841,0.195284342282,389.4,,,0.522,4636.70420633,B,BR12500,fcs_n,0.519,0.488,1.33,0.125412773455,33.1193157595,,,0.1922949782,,
45,20.185427286,0.208322415015,389.4,0.0275511163452,0.159830174055,0.522,4636.54872162,B,BR12500,fcs_nt,0.519,0.488,1.33,0.123873088831,33.5981791422,8.64124893042e-07,6.68974898922e-06,0.197169182729,,
46,14.6764615825,0.147015876254,389.4,,,0.522,4830.18391832,B,BR12500,fcs_nr,0.519,0.488,1.33,0.15456679678,34.5013137023,,,0.182265579321,,
47,14.7746840682,0.15043340599,389.4,0.0335336655904,0.912789982843,0.522,4832.59132444,B,BR12500,fcs_ntr,0.519,0.488,1.33,0.153830251447,35.0187777133,1.6903478807e-07,3.70079839242e-06,0.185277562359,,
