,Gfit,NRfit,NRres,NTRfit,NTRres,NTfit,NTres,Nfit,Nres,Tfit,Tres,delta_t,g(t),std_err,std_err_fit
7,1.06960664112,1.07029798257,-0.796166318825,1.07205944468,-0.272361933133,1.07093131854,-0.607831778141,1.07013688169,-0.844072741231,1.06960663771,-1.00175060361,1e-07,1.07297535,0.012361074,0.0033628242822
8,1.06959627321,1.07028673071,-0.737150204446,1.07203610843,-0.189840574279,1.07091887716,-0.539377113678,1.07012586821,-0.787477583901,1.0695962698,-0.953167210111,1.13e-07,1.0726429,0.009891253,0.003196321831
9,1.06958670555,1.07027634832,-0.427237501441,1.07201463372,0.140111436288,1.07090739748,-0.221273009219,1.07011570512,-0.479668907239,1.06958670213,-0.652326798821,1.25e-07,1.07158535,0.017159911,0.00306387355536
10,1.06957634351,1.07026510446,0.780482983682,1.07199144049,1.36799612615,1.07089496622,0.994839896301,1.07010469858,0.725893051453,1.0695763401,0.546080466828,1.38e-07,1.06797175,0.01543689,0.00293837855843
11,1.06956678126,1.07025472921,-1.43147519091,1.07197009671,-0.826599358209,1.07088349588,-1.20975840798,1.07009454189,-1.48796071687,1.06956677785,-1.67406141514,1.5e-07,1.07431425,0.014017203,0.00283590020723
12,1.06955642509,1.07024349323,0.0413431595246,1.07194704481,0.663830266271,1.07087107473,0.270664887697,1.07008354229,-0.0171037955186,1.06955642168,-0.209716184133,1.63e-07,1.07013035,0.01470289,0.00273668571266
13,1.06954686825,1.07023312526,0.0735916805462,1.07192583075,0.711343500594,1.07085961372,0.309630468161,1.070073392,0.0134098127501,1.06954686484,-0.184966688715,1.75e-07,1.0700378,0.014073106,0.00265417586688
14,1.06953651794,1.07022189699,-0.355319335612,1.07190291854,0.298000315602,1.07084720266,-0.112297771279,1.07006239932,-0.417307213959,1.06953651453,-0.621689001925,1.88e-07,1.07113615,0.008564234,0.00257304605052
15,1.06952696651,1.07021153619,-2.26354439332,1.07188183289,-1.59666932296,1.07083575096,-2.01432324057,1.07005225543,-2.3271381072,1.0695269631,-2.53686351912,2e-07,1.07588095,0.013997312,0.00250466208049
16,1.06950707603,1.07018996205,0.940479912028,1.07183810021,1.63335572713,1.07081190759,1.20194526329,1.07003113216,0.873707967213,1.06950707263,0.653394242218,2.25e-07,1.06795285,0.006962934,0.00237869200691
17,1.06948719679,1.07016840275,-0.129965887863,1.07179462994,0.586252450565,1.07078808358,0.142952173944,1.07001002218,-0.199719407706,1.0694871934,-0.429981714435,2.5e-07,1.0704635,0.011339648,0.00227057461995
18,1.0694673288,1.07014685803,-0.118656025732,1.0717514192,0.618601557489,1.0707642789,0.165034136351,1.06998892549,-0.191222262485,1.06946732541,-0.430884580385,2.75e-07,1.0704051,0.009123475,0.00217639154294
19,1.06944747204,1.07012532813,-0.790325848071,1.07170846539,-0.0340530251764,1.07074049353,-0.496458170815,1.06996784206,-0.865557759394,1.06944746865,-1.11414232121,3e-07,1.07177975,0.008291746,0.00209334146139
20,1.0694276265,1.07010381278,-1.31481658518,1.0716657656,-0.541327314575,1.07071672744,-1.01129723083,1.06994677188,-1.39258426809,1.06942762311,-1.64966962512,3.25e-07,1.0727589,0.010011762,0.00201935939239
21,1.06940779218,1.07008231208,-2.49714682169,1.07162331735,-1.70805473151,1.07069298061,-2.18444594082,1.06992571494,-2.57733445273,1.06940778879,-2.84254484715,3.5e-07,1.07495895,0.011576163,0.0019528839387
22,1.06938796905,1.07006082599,-0.468019159351,1.07158111765,0.335216712702,1.07066925301,-0.146560834598,1.06990467123,-0.550522472001,1.06938796567,-0.823519837128,3.75e-07,1.07094665,0.008800889,0.00189270886962
23,1.06936815712,1.07003935431,-1.05218532508,1.07153916461,-0.236133040352,1.07064554462,-0.722354955379,1.06988364074,-1.1369096473,1.06936815374,-1.41738745369,4e-07,1.07197315,0.01323907,0.00183788506349
24,1.06932856679,1.06999645482,-0.817041082738,1.07145598613,0.021095749129,1.07059818536,-0.471496921421,1.06984161935,-0.90595545925,1.06932856342,-1.2005775769,4.5e-07,1.07141925,0.008199588,0.00174139979853
25,1.06928902112,1.0699536125,0.516828723128,1.07137376175,1.3729122581,1.07055090262,0.876882597896,1.06979965065,0.424018616514,1.06928901775,0.116203409351,5e-07,1.06909625,0.005538718,0.00165889097136
26,1.06924952004,1.06991082762,-0.260968818492,1.07129247163,0.60949599912,1.07050369622,0.112550882441,1.06975773456,-0.357420670036,1.06924951667,-0.677607992104,5.5e-07,1.07032505,0.006154379,0.00158724853737
27,1.06921006346,1.06986810011,-0.0043299047424,1.07121209622,0.877408142933,1.07045656595,0.381737227338,1.06971587097,-0.104200894225,1.0692100601,-0.436040976536,6e-07,1.0698747,0.004651434,0.00152425782116
28,1.06917065131,1.06982542969,0.208289414327,1.07113261673,1.09856669261,1.07040951162,0.606086253404,1.06967405978,0.10519690334,1.06917064796,-0.237657770532,6.5e-07,1.0695196,0.006465943,0.00146829203662
29,1.06913128352,1.06978281585,-0.205048312903,1.07105401457,0.69134564393,1.07036253302,0.203742978815,1.06963230087,-0.31118491885,1.06913128017,-0.66448216318,7e-07,1.0700736,0.009400004,0.00141812504658
30,1.06909196001,1.06974025834,-2.38968683146,1.07097627146,-1.48933573807,1.07031562996,-1.9705679223,1.06959059416,-2.4987069557,1.06909195667,-2.8619295437,7.5e-07,1.07302085,0.006906558,0.00137281237842
31,1.06905268071,1.06969775793,-1.22054398256,1.07089936991,-0.318170619917,1.07026880225,-0.791707393681,1.06954893954,-1.33230198448,1.06905267737,-1.70497872541,8e-07,1.07132305,0.006571436,0.00133161286307
32,1.06897425442,1.06961292521,-0.597017045621,1.07074802183,0.304352578211,1.07017537208,-0.150383239376,1.06946578616,-0.713858790498,1.0689742511,-1.10418138159,9e-07,1.07036475,0.003776926,0.00125930204836
33,1.06889600407,1.06952831577,-2.07167790243,1.07059983534,-1.1770069636,1.07008224095,-1.6091751393,1.06938283993,-2.19314371877,1.06889600076,-2.59963180537,1e-06,1.0720095,0.005976914,0.00119766891867
34,1.06881792907,1.0694439288,0.0102933838509,1.07045468386,0.893582702428,1.06998940732,0.486981924551,1.06930010005,-0.115397207155,1.06881792577,-0.536763872122,1.1e-06,1.06943215,0.00331598,0.00114430802486
