delta_t,meanB,meanBR,meanR,stdB,stdBR,stdR
1.25E-08,2.0260354,1.102279343,1.347263333,0.356804199,0.075694594,0.036496003
2.50E-08,2.3605382,1.121259953,1.4566016,0.254997972,0.098141434,0.028235105
3.75E-08,4.7868502,1.132606713,1.8279502,0.857710845,0.089374302,0.034252781
5.00E-08,3.514124933,1.075280533,1.444446267,0.397588734,0.097615617,0.038093442
6.25E-08,2.060999333,1.120420393,1.350970267,0.432841199,0.078300128,0.039225371
7.50E-08,2.0117652,1.115214997,1.3504076,0.365855973,0.080446096,0.024411673
8.75E-08,1.876743,1.11640144,1.352679133,0.28409823,0.093955898,0.030572127
1.00E-07,1.880314933,1.101533747,1.342919667,0.440543552,0.10254245,0.036230253
1.13E-07,1.910972067,1.091034607,1.3397148,0.438016107,0.086792682,0.041693369
1.25E-07,1.777343867,1.110698563,1.3286022,0.312238418,0.108140667,0.028238075
1.38E-07,1.890017793,1.058240913,1.332539867,0.519041245,0.085454469,0.033898258
1.50E-07,1.9482542,1.105547573,1.337519333,0.404816204,0.082361996,0.044380069
1.63E-07,1.916072733,1.140318887,1.341385533,0.355723921,0.107336351,0.036697081
1.75E-07,1.782282,1.120704037,1.3584254,0.249066865,0.097243826,0.045832647
1.88E-07,1.785037,1.116418533,1.327256867,0.295611383,0.089318745,0.033651033
2.00E-07,1.7489414,1.134270583,1.3391956,0.477998036,0.115048661,0.0408285
2.25E-07,1.77832518,1.096981907,1.333791667,0.41147835,0.095827095,0.021537723
2.50E-07,1.701543867,1.112931403,1.321197867,0.178971449,0.07704926,0.025750335
2.75E-07,1.783577067,1.116874833,1.3293692,0.283713538,0.066925304,0.026303094
3.00E-07,1.686631467,1.125738367,1.328803333,0.198357573,0.054070589,0.023585333
3.25E-07,1.7178112,1.107736597,1.3366076,0.298479294,0.068709297,0.021824176
3.50E-07,1.692108267,1.110710013,1.335176,0.289222892,0.061760224,0.019917175
3.75E-07,1.648498467,1.093734247,1.339464133,0.285329001,0.064721499,0.029072041
4.00E-07,1.734342867,1.105023993,1.324049067,0.245392573,0.069883041,0.022659786
4.50E-07,1.667953267,1.110080287,1.3229738,0.126099098,0.047919637,0.016661132
5.00E-07,1.659215333,1.109641767,1.326169733,0.142585977,0.054350704,0.01685509
5.50E-07,1.750801667,1.111046133,1.3316032,0.125548766,0.048792773,0.019528486
6.00E-07,1.727530267,1.1155796,1.327735933,0.2204216,0.050132103,0.0148708
6.50E-07,1.702468067,1.106088167,1.325190133,0.150132913,0.04519037,0.020448634
7.00E-07,1.735273533,1.1171461,1.325718267,0.164324574,0.050212085,0.021203047
7.50E-07,1.8108126,1.125867367,1.322961733,0.132722133,0.038115791,0.019214214
8.00E-07,1.663512733,1.113004633,1.331718867,0.215778237,0.038181121,0.015582571
9.00E-07,1.685307867,1.1009015,1.324225267,0.111521359,0.036966745,0.010966746
1.00E-06,1.730646467,1.105856533,1.3253236,0.123416483,0.030463616,0.013303373
1.10E-06,1.642103467,1.100703633,1.331111267,0.109793427,0.037409809,0.012276959
1.20E-06,1.6819606,1.1058425,1.327821067,0.134071339,0.034508871,0.009185305
1.30E-06,1.704643667,1.103821933,1.325463667,0.103330482,0.028856632,0.008859583
1.40E-06,1.693610133,1.105126033,1.330077933,0.112271587,0.022229098,0.012496048
1.50E-06,1.716854333,1.0889986,1.328402467,0.121821307,0.034160325,0.01229821
1.60E-06,1.723952533,1.100146467,1.320391533,0.142622334,0.044803046,0.014382065
1.80E-06,1.6881318,1.1070206,1.3254568,0.084486002,0.024501494,0.007934803
2.00E-06,1.680499067,1.110815433,1.324888467,0.108046961,0.027120735,0.012068839
2.20E-06,1.684360533,1.1089002,1.325529467,0.092827281,0.026125212,0.012618946
2.40E-06,1.6831764,1.106931633,1.323504933,0.080112873,0.024604825,0.009586817
2.60E-06,1.633838733,1.0936276,1.3233004,0.070470396,0.025069482,0.006429309
2.80E-06,1.7037134,1.098232833,1.318969467,0.096499259,0.025938315,0.012072856
3.00E-06,1.633332667,1.101784033,1.324603667,0.081480857,0.020163632,0.006962477
3.20E-06,1.666475333,1.1050154,1.3197296,0.0949861,0.020494227,0.010972649
3.60E-06,1.6525914,1.0996114,1.320280733,0.046152814,0.017825912,0.00749781
4.00E-06,1.68703,1.100709267,1.321901933,0.064379835,0.017955052,0.006216903
4.40E-06,1.669314733,1.110260667,1.317493533,0.047413314,0.014636715,0.005998224
4.80E-06,1.6746074,1.1041628,1.318492,0.065044626,0.015808237,0.006391963
5.20E-06,1.680225467,1.102264267,1.319291867,0.073217248,0.016664114,0.006075937
5.60E-06,1.677326467,1.101600833,1.317586933,0.055732953,0.020108334,0.007206658
6.00E-06,1.658833267,1.104755833,1.316614133,0.07159981,0.015393678,0.008447367
6.40E-06,1.666410067,1.1077379,1.319562733,0.078438075,0.017436929,0.006295417
7.20E-06,1.6577018,1.101455467,1.315861733,0.039580554,0.012955512,0.00598614
8.00E-06,1.668167733,1.1008462,1.314303467,0.050166912,0.009300072,0.006008582
8.80E-06,1.648940067,1.102272233,1.313355067,0.059536598,0.01207464,0.007278486
9.60E-06,1.6605556,1.106585967,1.310440133,0.032212205,0.013039105,0.005406458
1.04E-05,1.6465104,1.103154067,1.3095062,0.05562131,0.011820113,0.006018154
1.12E-05,1.635239467,1.105831967,1.308876667,0.042721439,0.013824332,0.004593332
1.20E-05,1.6298282,1.101547367,1.3081164,0.041128308,0.016404299,0.00495501
1.28E-05,1.659286267,1.097013767,1.308049667,0.040274804,0.011740968,0.005497671
1.44E-05,1.6329566,1.101809833,1.3049464,0.028880626,0.009663143,0.004235953
1.60E-05,1.629557333,1.101635833,1.304703667,0.032168817,0.009247847,0.005568773
1.76E-05,1.609984867,1.101126067,1.303517733,0.034527939,0.009690574,0.005540442
1.92E-05,1.619239667,1.103147967,1.3010188,0.02881343,0.008749263,0.005019298
2.08E-05,1.621538133,1.104740333,1.298976533,0.03785747,0.007291502,0.004166622
2.24E-05,1.614307733,1.105695933,1.299516467,0.036372366,0.008966577,0.004788327
2.40E-05,1.612708467,1.1007636,1.296536533,0.045647323,0.008519607,0.004175301
2.56E-05,1.595316333,1.10115,1.2960666,0.022949649,0.010750774,0.005404123
2.88E-05,1.6023578,1.099499433,1.2927388,0.019272802,0.007926833,0.004338531
3.20E-05,1.589461933,1.0991144,1.292060267,0.024709224,0.006510469,0.003814278
3.52E-05,1.578070667,1.101971767,1.289398267,0.019326853,0.007378357,0.005010931
3.84E-05,1.5604104,1.099907067,1.287453067,0.022677998,0.005264052,0.004352119
4.16E-05,1.5606324,1.100061967,1.286053,0.021431073,0.006985633,0.003337863
4.48E-05,1.555700467,1.096920233,1.2843912,0.016831245,0.005665003,0.003721821
4.80E-05,1.549909133,1.0966829,1.2828252,0.010969418,0.007295965,0.004179922
5.12E-05,1.5552332,1.096460233,1.280971533,0.02158872,0.00614629,0.003895423
5.76E-05,1.529770333,1.096029833,1.2765342,0.01894699,0.005407514,0.003407655
6.40E-05,1.5263546,1.097815167,1.273085467,0.01280848,0.005302925,0.004444719
7.04E-05,1.511775533,1.095211333,1.2709226,0.014597585,0.006435316,0.003282001
7.68E-05,1.503299333,1.093498033,1.267059067,0.01740407,0.005071537,0.004098002
8.32E-05,1.495391667,1.0929061,1.263520667,0.017245639,0.005514815,0.003429793
8.96E-05,1.482658,1.093845033,1.260520933,0.013344476,0.004972439,0.003653187
9.60E-05,1.473139933,1.0908784,1.257764933,0.010741977,0.004554696,0.003263541
0.0001024,1.468328067,1.092594267,1.2549976,0.011856126,0.006244561,0.002897286
0.0001152,1.4457198,1.087858767,1.249418267,0.008988465,0.004132023,0.0034371
