delta_t,meanB,meanBR,meanR,stdB,stdBR,stdR
1.25E-08,2.854482,1.18951975,1.3262695,0.122134514,0.055696713,0.019111985
2.50E-08,3.735489,1.115628825,1.4145145,0.158758777,0.055322689,0.016185684
3.75E-08,5.313466,1.061389475,1.8820135,0.347921926,0.060748674,0.018288998
5.00E-08,2.3888055,1.09381775,1.5059335,0.147143476,0.055696239,0.01733737
6.25E-08,2.223921,1.041800975,1.322459,0.155774882,0.041531097,0.017848489
7.50E-08,2.2219215,1.023326875,1.3338405,0.259116796,0.061723192,0.018477828
8.75E-08,2.498521,1.082010175,1.344494,0.234071152,0.072306799,0.017374199
1.00E-07,2.2864955,1.12264935,1.3115175,0.290399579,0.050731121,0.009843148
1.13E-07,2.3879165,1.128237425,1.3091005,0.203731127,0.057306084,0.018437399
1.25E-07,1.89775505,1.084678125,1.304373,0.295954411,0.044861204,0.017127961
1.38E-07,2.0878435,1.084058375,1.347561,0.255668889,0.058093427,0.019765
1.50E-07,2.0768675,1.13227645,1.34805,0.232455756,0.060757777,0.014911086
1.63E-07,2.096456,1.09232235,1.3255065,0.154675594,0.058230543,0.015554127
1.75E-07,1.8983015,1.1072313,1.312295,0.213127198,0.064132844,0.013560245
1.88E-07,2.217083,1.13116675,1.3149645,0.238168223,0.046317812,0.009330886
2.00E-07,1.9063115,1.11066255,1.339746,0.140372457,0.054834568,0.016183354
2.25E-07,1.930319,1.119819725,1.3329215,0.111643248,0.035582257,0.011129076
2.50E-07,1.8800005,1.10323945,1.3211435,0.126789371,0.052045629,0.014551659
2.75E-07,2.17135,1.100854275,1.324651,0.099214527,0.033339697,0.010881031
3.00E-07,1.875352,1.097329175,1.30897,0.123270174,0.032373647,0.011147674
3.25E-07,2.068084,1.09437975,1.299899,0.200127723,0.043633236,0.012408023
3.50E-07,1.9710485,1.0835721,1.3318285,0.131764484,0.043046761,0.008783807
3.75E-07,1.8209175,1.0826452,1.31311,0.059487339,0.040681363,0.011372108
4.00E-07,1.9716025,1.124684775,1.3206865,0.119856724,0.030044736,0.013191649
4.50E-07,2.014625,1.11170025,1.3148695,0.117611755,0.031176582,0.012657282
5.00E-07,1.908596,1.123020075,1.325255,0.088610791,0.032853052,0.007723026
5.50E-07,2.1857715,1.081204475,1.314461,0.069485898,0.024038099,0.008822117
6.00E-07,1.937417,1.10031375,1.3063955,0.10225092,0.027247606,0.007403648
6.50E-07,1.9392705,1.094249425,1.30934,0.068178357,0.026218007,0.008803633
7.00E-07,2.0305735,1.095243225,1.308787,0.083787972,0.025507698,0.00962103
7.50E-07,2.010534,1.10738775,1.323847,0.066935544,0.026826403,0.010442027
8.00E-07,1.8183695,1.1019353,1.3068455,0.094605567,0.026058145,0.006964454
9.00E-07,1.9873445,1.10497225,1.322138,0.087308104,0.023143803,0.007528741
1.00E-06,1.8677735,1.1184455,1.3110075,0.077575263,0.016352514,0.00754698
1.10E-06,1.9366735,1.1255265,1.3150735,0.069075691,0.018773147,0.006591696
