,C_BR01562,C_BR03125,C_BR06250,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,v,w0,w0_stderr
0,0.8,1.6,3.2,404.98,0.652,616.419829786,R,0.657,0.633,1.33,0.189032661342,0.0048193018118,1.46766626139,1.04918338055,0.0287240099697,2.34152040296,0.317360403983,0.00515863561536
