,C_OR01562,C_OR03125,C_OR06250,D,F,F_stderr,chisq,color,redchi,slope,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,1.136463775,2.27365512,4.54731024,404.98,0.0479304442758,0.025781114096,689.707979885,R,1.64608109758,1.0,2.1079574841e-06,1.80910471775e-06,2.74727640838,0.370304514767,0.00183710077874,3.59798653471,0.020733503018
