,C_BO01562,C_BO03125,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,tf,tf_stderr,v,w0,w0_stderr
0,2.637921408,5.275842816,389.4,0.0619309164924,0.029578307947,0.522,120.494207803,B,0.519,0.488,1.33,0.119993020721,0.000396674175754,0.433432402169,1.0,2.19499095619e-06,2.00121476325e-06,1.0025226483,0.202390541438,0.00426865383178
