,C_BO01562,C_BO03125,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,v,w0,w0_stderr
0,2.637921408,5.275842816,389.4,0.522,126.578521513,B,0.519,0.488,1.33,0.161022076273,0.000401923536357,0.452066148261,1.0,0.966348341541,0.176726299499,0.00282855398105
