,C_BO01562,C_BO03125,D,F,F_stderr,chisq,color,redchi,slope,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,2.637921408,5.275842816,389.4,0.102820984301,0.0193963414799,117.261070964,B,0.421802413538,1.0,4.94906893021e-06,1.9958893462e-06,1.05788016113,0.263429122349,0.00285763274313,2.73768889128,0.0256717376803
