,C_OR01562,C_OR03125,C_OR06250,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,v,w0,w0_stderr
0,1.312881026,2.626602564,5.253205128,404.98,0.652,633.992986547,R,0.657,0.633,1.33,0.205389108586,0.000601971196544,1.50592158325,1.0,2.34374787179,0.302919652938,0.00283478169156
