,C_BO01562,C_BO03125,D,chisq,color,redchi,slope,v,wxy,wxy_stderr,wz,wz_stderr
0,2.637921408,5.275842816,389.4,127.811373452,B,0.456469190901,1.0,1.01903899919,0.255995735025,0.00165877213721,2.79254728914,0.021411055419
