,C_BR01562,C_BR03125,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,tf,tf_stderr,v,w0,w0_stderr
0,1.7,3.4,389.4,0.0504593049547,0.0456066640387,0.522,123.508037072,B,0.519,0.488,1.33,0.153759971793,0.00313135249491,0.445877390152,0.98674395121,0.0296439830258,1.060927808e-06,1.64348317848e-06,0.97793201621,0.185356195064,0.00537063060184
