,C_OR01562,C_OR03125,C_OR06250,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,tf,tf_stderr,v,w0,w0_stderr
0,1.312881026,2.626602564,5.253205128,404.98,0.0460600460219,0.0225471806719,0.652,612.045729125,R,0.657,0.633,1.33,0.146744577991,0.000641066311592,1.46072966378,1.0,2.42518887272e-06,1.97636639294e-06,2.37859941066,0.329456804328,0.00312998325516
