,C_BR01562,C_BR03125,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,v,w0,w0_stderr
0,1.7,3.4,389.4,0.522,124.290838696,B,0.519,0.488,1.33,0.154485016633,0.00295770194712,0.445486877046,0.978621894972,0.0277308011544,0.977232950101,0.182327471769,0.00394058145212
