,C_OR01562,C_OR03125,C_OR06250,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,v,w0,w0_stderr
0,1.312881026,2.626602564,5.253205128,404.98,0.652,621.018254746,R,0.657,0.633,1.33,0.147171799758,0.000582992230444,1.47510274286,1.0,2.36341358074,0.326397301571,0.00254349186544
