,C_OR01562,C_OR03125,C_OR06250,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,tf,tf_stderr,v,w0,w0_stderr
0,1.136463775,2.27365512,4.54731024,404.98,0.122766798155,0.0537706314311,0.652,726.708363637,R,0.657,0.633,1.33,0.238891888963,0.00158325237645,1.73438750271,1.0,9.99999998119e-05,2.43712519874e-05,3.096231498,0.326104590439,0.0259997767417
