,C,D,F,F_stderr,color,dataset,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,2.58125,389.4,0.010000000000000009,0,B,BR01562,1e-09,0,1.0977437810960142,0.2579498189915137,0,2.9628230962942714,0
1,1.104339,404.98,0.010000000000000009,0,R,BR01562,1e-09,0,2.7927350785516825,0.36626707092361116,0,3.73860153796609,0
2,5.1625,389.4,0.010000000000000009,0,B,BR03125,1e-09,0,0.9818681818740007,0.2543181171049321,0,2.7263008472576162,0
3,2.208678,404.98,0.010000000000000009,0,R,BR03125,1e-09,0,2.975095246106868,0.3720590819272212,0,3.8596884009622183,0
4,10.325,389.4,0.010000000000000009,0,B,BR06250,1e-09,0,0.9827554866616778,0.256713810768158,0,2.6780717042296263,0
5,4.417356,404.98,0.010000000000000009,0,R,BR06250,1e-09,0,2.665413045697057,0.3667086051664588,0,3.5595697513366193,0
6,20.65,389.4,0.010000000000000009,0,B,BR12500,1e-09,0,1.1185337684470777,0.27603862603606305,0,2.6362377626682756,0
7,8.834712,404.98,0.010000000000000009,0,R,BR12500,1e-09,0,2.6760711877929726,0.37064861045873937,0,3.498227910836845,0
