,C,D,a,color,dataset,lambdaem,lambdaex,n,r0,r0_stderr,v,w0,w0_stderr
0,2.58125,389.4,0.522,B,BR01562,0.519,0.488,1.33,0.1186089725459466,0.000251084920399516,1.0675307254462905,0.20315475848037864,0.0019022735174838222
1,1.104339,404.98,0.652,R,BR01562,0.657,0.633,1.33,0.1582978533700111,0.00028521987765320735,2.7748419047416224,0.3135527428010711,0.0014660347745603663
2,5.1625,389.4,0.522,B,BR03125,0.519,0.488,1.33,0.11035824361137932,0.00041324393051075394,0.9594212269679078,0.20514663009817094,0.002948628907990563
3,2.208678,404.98,0.652,R,BR03125,0.657,0.633,1.33,0.16380666154212498,0.0002541914777756169,2.9508027292166013,0.31685755595095644,0.0012863038220451858
4,10.325,389.4,0.522,B,BR06250,0.519,0.488,1.33,0.10961086410154104,0.0008077428115542413,0.9578106213346638,0.2073637589176355,0.005483095735034621
5,4.417356,404.98,0.652,R,BR06250,0.657,0.633,1.33,0.15191552311973444,0.00022037447148899375,2.652203527307471,0.3184454002985628,0.0010848373542230666
6,20.65,389.4,0.522,B,BR12500,0.519,0.488,1.33,0.11230914486765844,0.0019714432540160203,1.0896368351105872,0.22941625117874967,0.011405353577299994
7,8.834712,404.98,0.652,R,BR12500,0.657,0.633,1.33,0.15012241127043463,0.00024124634086960018,2.6671984463862874,0.3254209149271386,0.0011359260875075524
