,C_OR01562,C_OR03125,C_OR06250,D,chisq,color,redchi,slope,v,wxy,wxy_stderr,wz,wz_stderr
0,1.312881026,2.626602564,5.253205128,404.98,659.59976354,R,1.56674528157,1.0,2.37489031683,0.371697587861,0.00157383251449,3.08701871374,0.0166617477456
