,C_BO01562,C_BO03125,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,v,w0,w0_stderr
0,2.298567298,4.598606151,389.4,0.522,125.14598094,B,0.519,0.488,1.33,0.133555417746,0.000331157286304,0.446949931927,1.0,1.11374939881,0.184567325782,0.00267980095334
