,C_BR01562,C_BR03125,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,v,w0,w0_stderr
0,1.7,3.4,389.4,0.522,121.154067035,B,0.519,0.488,1.33,0.1253260682,0.00301371237396,0.434243967869,1.35463969189,0.0441612301416,1.12260204325,0.19238093204,0.00402328534108
