,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,tf,tf_stderr,v,w0,w0_stderr
0,0.8,1.6,3.2,404.98,0.0478699864651,0.0176504253566,0.652,607.671142919,R,0.657,0.633,1.33,0.138197680393,0.00488632191583,1.45375871512,1.58393009333,0.0534918698198,3.93187182187e-06,2.73824054177e-06,2.48472440565,0.3391803182,0.00662257971391
