G,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,chisq,color,redchi,slope,slope_stderr,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr,,,,
0,0.8,1.6,3.2,404.98,0.053960492,0.012989912,610.2050721,R,1.459820747,2.113014024,0.092083764,8.60E-06,4.35E-06,1.894412697,0.384993845,0.003912408,2.295314572,0.121859232,,,,
N,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,tf,tf_stderr,v,w0,w0_stderr
0,0.8,1.6,3.2,404.98,0.047869986,0.017650425,0.652,607.6711429,R,0.657,0.633,1.33,0.13819768,0.004886322,1.453758715,1.583930093,0.05349187,3.93E-06,2.74E-06,2.484724406,0.339180318,0.00662258
NR,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,tf,tf_stderr,v,w0,w0_stderr
0,0.8,1.6,3.2,404.98,0.046327786,0.020027946,0.652,606.8517411,R,0.657,0.633,1.33,0.184477532,0.005535671,1.451798424,1.073187936,0.03253138,3.04E-06,2.38E-06,2.312996494,0.325249318,0.006922793
