,C_BO01562,C_BO03125,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,tf,tf_stderr,v,w0,w0_stderr
0,2.298567298,4.598606151,389.4,0.0193907318295,0.131598422077,0.522,149.821410812,B,0.519,0.488,1.33,0.176266674711,0.000640554469345,0.538925938174,1.0,3.44394123819e-07,2.82107798448e-06,1.09322263503,0.165897899383,0.00320046129271
