,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,tf,tf_stderr,v,w0,w0_stderr
0,0.8,1.6,3.2,404.98,0.0463277857429,0.0200279462513,0.652,606.85174105,R,0.657,0.633,1.33,0.184477531593,0.00553567095891,1.45179842356,1.07318793599,0.0325313800972,3.0386516361e-06,2.37785313187e-06,2.31299649443,0.325249317938,0.00692279325933
