delta_t,meanB,meanBR,meanR,stdB,stdBR,stdR
1.25E-08,2.4210225,1.029533575,1.3244565,0.105837585,0.049169,0.02008581
2.50E-08,3.0492495,1.028573475,1.420423,0.193469636,0.044179077,0.01747104
3.75E-08,4.615688,0.9883206,1.8605835,0.156512884,0.042165068,0.019477257
5.00E-08,2.676991,0.9830009,1.479848,0.192855078,0.048265555,0.014588746
6.25E-08,2.249531,1.0160041,1.348922,0.185041111,0.036377685,0.015974696
7.50E-08,2.162308,1.062191,1.339959,0.118751043,0.046219493,0.008359908
8.75E-08,2.0219775,1.021083025,1.3344735,0.191415044,0.047375739,0.016664681
1.00E-07,2.113563,0.9942059,1.3236175,0.119663006,0.04109903,0.017473218
1.13E-07,2.1081715,0.981512075,1.322077,0.159620635,0.041313523,0.019794342
1.25E-07,2.141133,0.96534435,1.3478325,0.095298549,0.052834343,0.017127685
1.38E-07,2.140843,0.996224625,1.3224615,0.087094551,0.044205127,0.021443392
1.50E-07,2.0643775,1.017150875,1.33053,0.214554856,0.037955457,0.014822067
1.63E-07,1.96534,1.025784425,1.337807,0.187366251,0.051227477,0.02254533
1.75E-07,2.0402275,0.9868865,1.3217925,0.189571692,0.051356049,0.015822737
1.88E-07,1.945204,1.033539425,1.323694,0.163374699,0.047613352,0.015113965
2.00E-07,1.953014,0.9897943,1.3326295,0.095875397,0.048544518,0.01921724
2.25E-07,1.8527455,0.982482375,1.334484,0.099166541,0.043732216,0.010621189
2.50E-07,2.0114635,0.9957469,1.329101,0.070201575,0.038889913,0.011467276
2.75E-07,1.7545565,1.01389125,1.3218675,0.142869776,0.037663462,0.010842154
3.00E-07,2.081567,1.00941275,1.3354945,0.111153522,0.038393025,0.015051747
3.25E-07,2.0141645,1.024771075,1.320591,0.104521845,0.036353937,0.009713363
3.50E-07,1.772567,1.037856425,1.3396585,0.125741471,0.023960492,0.011006894
3.75E-07,1.8821695,1.0006846,1.306061,0.159473997,0.031477909,0.016212285
4.00E-07,1.807558,1.03919515,1.328807,0.06400827,0.033657541,0.010030709
4.50E-07,1.88719,1.02330325,1.330657,0.096654942,0.023073773,0.008530558
5.00E-07,2.0021995,1.0350037,1.325777,0.070039397,0.022805291,0.008041129
5.50E-07,1.8564555,1.006034375,1.3348845,0.075584801,0.02622776,0.007102231
6.00E-07,1.791767,0.995766225,1.316299,0.076148902,0.020269041,0.008780107
6.50E-07,1.852669,1.003806625,1.331333,0.081631484,0.027283361,0.012139877
7.00E-07,1.9129885,1.011604025,1.334252,0.0711373,0.021242354,0.006486918
7.50E-07,1.8153025,1.0125836,1.3178895,0.052983266,0.028603442,0.006148477
8.00E-07,1.847055,0.9993062,1.327595,0.067983027,0.028556227,0.009569928
9.00E-07,1.758472,0.9951097,1.327026,0.043725079,0.01353902,0.005440005
1.00E-06,1.8746465,1.005754325,1.3271175,0.055719082,0.016580037,0.005090137
1.10E-06,1.7971335,1.00404425,1.3245555,0.020884039,0.015652598,0.008817047
1.20E-06,1.8785575,1.015344925,1.328499,0.041159486,0.025153694,0.005077093
1.30E-06,1.901548,0.991749775,1.3284335,0.040596642,0.012807398,0.004090248
1.40E-06,1.983909,0.9868294,1.321721,0.052782562,0.022153905,0.004137183
1.50E-06,1.9637135,1.024760175,1.3202155,0.042199426,0.01727833,0.005534587
1.60E-06,1.9055975,0.9892727,1.32147,0.075403694,0.017929714,0.006635331
1.80E-06,1.8625525,1.0056154,1.3205175,0.051554431,0.00862892,0.00504755
2.00E-06,1.8697605,0.993535675,1.325945,0.049877398,0.011408327,0.004389409
2.20E-06,1.855466,1.011383975,1.326619,0.044688595,0.012661876,0.00641554
2.40E-06,1.8926275,0.9989318,1.324375,0.036566888,0.01271626,0.005273489
2.60E-06,1.8108555,1.00307005,1.320933,0.027210673,0.014489833,0.004845195
2.80E-06,1.8611995,0.992742975,1.3191235,0.036878947,0.012964656,0.005899466
3.00E-06,1.8934915,0.998902125,1.3190995,0.029524694,0.010092228,0.005213785
3.20E-06,1.8644245,1.006962625,1.313341,0.049134531,0.014706145,0.004149197
3.60E-06,1.8219255,1.003422475,1.3226795,0.03528891,0.007960341,0.002882107
4.00E-06,1.8747125,0.99876615,1.317525,0.016830598,0.008786494,0.002864221
4.40E-06,1.8409735,1.0018483,1.3153705,0.025226953,0.008286491,0.003614748
4.80E-06,1.848659,1.006843,1.3183395,0.026737447,0.009330783,0.00231084
5.20E-06,1.8710955,1.003074075,1.313327,0.028813275,0.00749687,0.002324506
5.60E-06,1.8482145,1.001027225,1.313351,0.032299401,0.010385025,0.002145287
6.00E-06,1.8394935,1.0022873,1.3174215,0.027949556,0.010179172,0.003563464
6.40E-06,1.872644,1.0043387,1.314473,0.026156747,0.010574161,0.002265766
7.20E-06,1.835154,0.9969309,1.3120965,0.014325763,0.007229311,0.001342189
8.00E-06,1.845718,1.0000564,1.3093055,0.017246742,0.008054537,0.00298797
8.80E-06,1.8493315,1.0001994,1.3105505,0.018741385,0.006116929,0.002937265
9.60E-06,1.8303245,1.0059789,1.3101945,0.020108796,0.006673612,0.001121692
1.04E-05,1.8189145,0.99987995,1.3080085,0.02747137,0.007012112,0.002257183
1.12E-05,1.836104,1.002942975,1.3091035,0.015983905,0.007989638,0.002830629
1.20E-05,1.809139,1.00102035,1.3044915,0.022920651,0.0066757,0.001262521
1.28E-05,1.7972535,1.00207425,1.3050265,0.01565086,0.00676012,0.002139603
1.44E-05,1.8196435,1.0020715,1.3031895,0.016501526,0.004899979,0.001806889
1.60E-05,1.800742,1.007125775,1.300875,0.014656689,0.004439318,0.002081164
1.76E-05,1.800402,1.00341425,1.3008295,0.018114912,0.004267937,0.001823408
1.92E-05,1.806224,1.002007925,1.300649,0.01003484,0.002923028,0.002129944
2.08E-05,1.7968235,1.0029243,1.2971195,0.011759606,0.004900228,0.002492466
2.24E-05,1.791456,1.0016634,1.2939785,0.010184722,0.005102481,0.002367774
2.40E-05,1.792345,1.003667825,1.295222,0.019270155,0.004618917,0.001990041
2.56E-05,1.776953,1.006880225,1.2944555,0.011077273,0.003372352,0.002506516
2.88E-05,1.7624395,1.000385975,1.2928775,0.006512374,0.004510422,0.00197001
3.20E-05,1.747196,0.998426825,1.289928,0.012141117,0.003680548,0.001493835
3.52E-05,1.7505735,1.006253525,1.286175,0.014154219,0.002607335,0.001557066
3.84E-05,1.7262165,0.999248275,1.285441,0.012431621,0.003338725,0.002399
4.16E-05,1.727055,0.9991041,1.2842925,0.008268767,0.004111891,0.001527834
4.48E-05,1.7055735,1.00191575,1.282559,0.013321842,0.00323994,0.001946976
4.80E-05,1.7087345,1.00168225,1.280914,0.00899325,0.003557397,0.001772164
5.12E-05,1.6867795,0.9997911,1.2784515,0.007558036,0.003872766,0.001689791
5.76E-05,1.681681,1.00015305,1.273834,0.010512548,0.002638322,0.001588325
6.40E-05,1.670432,1.002063525,1.2715335,0.006189686,0.00287657,0.00112832
7.04E-05,1.646344,1.002852625,1.269991,0.006507473,0.001992538,0.001637197
7.68E-05,1.6441255,1.0009812,1.265306,0.007883505,0.002803434,0.001124049
8.32E-05,1.627966,1.003221225,1.2618585,0.00683217,0.001956911,0.001241729
8.96E-05,1.6181965,1.001527375,1.25989,0.009503757,0.001704471,0.001575768
9.60E-05,1.606447,1.00179115,1.255727,0.006068069,0.00207487,0.001352258
0.0001024,1.5972525,1.001764,1.252813,0.006527049,0.002226985,0.001323508
0.0001152,1.5681485,1.00127735,1.2484325,0.004643272,0.002516478,0.001244898
0.000128,1.550775,1.001001325,1.2423705,0.005736431,0.001847512,0.00120623
0.0001408,1.5327845,1.0010909,1.2378905,0.005001589,0.002019239,0.001163697
0.0001536,1.515792,1.002032725,1.2335765,0.006034577,0.001584201,0.001328139
0.0001664,1.497828,1.002056225,1.2278885,0.004120309,0.002075489,0.001219469
0.0001792,1.4868385,1.002530025,1.2233835,0.003769881,0.002239279,0.001515462
0.000192,1.4782995,1.002731425,1.2195025,0.00498997,0.001513885,0.001172699
0.0002048,1.456371,1.002609625,1.2157435,0.00597972,0.001732018,0.001061
0.0002304,1.4306935,1.0014241,1.20844,0.002994193,0.001223912,0.001301995
0.000256,1.412017,1.002324825,1.2011365,0.002221084,0.001303935,0.001123498
0.0002816,1.3928515,1.002565375,1.194197,0.004226136,0.001407487,0.00099931
0.0003072,1.3716925,1.001551375,1.1879635,0.005372456,0.001249998,0.000911972
0.0003328,1.355832,1.0012939,1.1823215,0.00542218,0.00116348,0.001120287
0.0003584,1.339667,1.001696625,1.1768635,0.002546891,0.001511247,0.001158644
0.000384,1.3319755,1.00059295,1.1713695,0.004206828,0.001535634,0.001192958
0.0004096,1.319593,1.0022007,1.1668835,0.004412388,0.001297069,0.000981436
0.0004608,1.294618,0.999972575,1.158025,0.003385296,0.001155475,0.000988386
0.000512,1.277054,1.00125045,1.1501905,0.002747471,0.000903749,0.000914741
0.0005632,1.258406,1.0017679,1.1431335,0.002537224,0.001119913,0.000907863
0.0006144,1.245327,1.00077285,1.136554,0.003073163,0.000908487,0.000893574
0.0006656,1.2338545,1.0014869,1.130472,0.00260279,0.001507051,0.000801574
0.0007168,1.21832,1.0001575,1.1253575,0.00294048,0.001148714,0.000855026
0.000768,1.212586,1.000917225,1.1204855,0.002432771,0.001256915,0.000944069
0.0008192,1.2022035,1.0011738,1.115529,0.002260507,0.001205087,0.000807116
0.0009216,1.1802585,1.00134695,1.107572,0.002291789,0.000929432,0.000803706
0.001024,1.1657925,1.000049625,1.1001915,0.001880392,0.000925438,0.000698217
0.0011264,1.1533655,1.000669975,1.093996,0.002650476,0.000804095,0.000875918
