,fitB,fitBR,fitR,oligoB,oligoBR,oligoBR_std,oligoBR_stdfit,oligoB_std,oligoB_stdfit,oligoR,oligoR_std,oligoR_stdfit,t
33,1.77279833092,1.14293921687,1.33622211549,1.742954273,1.149071586,0.036564002,0.0393160524146,0.158552391,0.148476933167,1.318077273,0.006255199,0.0120065102309,1e-06
34,1.7723631971,1.14292378268,1.33413662072,1.790850182,1.157594515,0.041525898,0.0374782343619,0.109302709,0.142254979219,1.321389455,0.01130823,0.011380291059,1.1e-06
35,1.77192864144,1.14290835161,1.3321714525,1.720896091,1.143950454,0.025438449,0.0358963012723,0.132699667,0.13677736335,1.314820818,0.014912368,0.0108512869196,1.2e-06
36,1.77149466267,1.14289292367,1.33031944934,1.769739636,1.139718184,0.031870727,0.0345162153228,0.093098276,0.131904193753,1.316950091,0.010476083,0.0103974192493,1.3e-06
37,1.77106125953,1.14287749884,1.32857387609,1.753796455,1.150074769,0.039796567,0.0332985738542,0.170450476,0.127530121986,1.314053636,0.010121075,0.0100029243441,1.4e-06
38,1.77062843079,1.14286207712,1.32692839857,1.716849091,1.145672585,0.038942213,0.0322139022402,0.148514958,0.123574044972,1.316855364,0.009689394,0.009656231678,1.5e-06
39,1.7701961752,1.14284665853,1.32537705967,1.763914,1.15462591,0.043028012,0.0312396676316,0.134016184,0.119972338021,1.321152636,0.009877656,0.00934864659314,1.6e-06
40,1.76933337848,1.14281583068,1.32253472137,1.733312273,1.161243836,0.027786322,0.0295559572819,0.109395304,0.113638805911,1.316049455,0.007620422,0.00882559524733,1.8e-06
41,1.76847285949,1.14278501528,1.32000592577,1.748005455,1.138035259,0.035102757,0.0281456367478,0.112785974,0.108227058741,1.315541,0.009593618,0.00839581180279,2e-06
42,1.7676146084,1.14275421233,1.31775446626,1.689888182,1.153880159,0.02388861,0.0269416905418,0.142002758,0.103530537239,1.319102,0.011169455,0.00803493794956,2.2e-06
43,1.76675861543,1.1427234218,1.31574831881,1.708146818,1.146849832,0.026925588,0.0258980029,0.152848796,0.0994025829982,1.312546545,0.010536549,0.00772657867209,2.4e-06
44,1.76590487087,1.14269264375,1.31395915872,1.744001455,1.14333905,0.021869625,0.0249816809856,0.110044486,0.0957357243266,1.314658273,0.006435394,0.00745926578483,2.6e-06
45,1.76505336507,1.14266187811,1.31236193334,1.779530182,1.142691277,0.021885429,0.0241685584953,0.087624601,0.0924491151779,1.313011182,0.008943683,0.00722471887423,2.8e-06
46,1.76420408843,1.14263112489,1.31093448404,1.736364273,1.145680545,0.021075358,0.023440433681,0.133098878,0.0894805809619,1.313213818,0.008637186,0.00701679810764,3e-06
47,1.76335703142,1.14260038408,1.3096572119,1.710994091,1.151050643,0.027530859,0.0227833039769,0.099700252,0.0867813955442,1.321000727,0.008535237,0.00683084674969,3.2e-06
48,1.76166953841,1.14253893972,1.30748586204,1.771370273,1.154598939,0.017486515,0.0216403860664,0.037221547,0.0820432636959,1.312424091,0.003963326,0.00651121565177,3.6e-06
49,1.75999081086,1.1424775449,1.30573187309,1.733319545,1.150751166,0.018595212,0.0206757299089,0.062428403,0.0780035952337,1.311779182,0.00873759,0.00624511261491,4e-06
50,1.7583207745,1.14241619965,1.30430448867,1.756646091,1.144325128,0.017956495,0.0198467537589,0.083713312,0.0745048334934,1.310461545,0.0055487,0.00601905823273,4.4e-06
51,1.75665935593,1.14235490388,1.30313270892,1.745773818,1.140310195,0.023184006,0.0191239097221,0.077718184,0.0714352989082,1.305044636,0.003804218,0.00582386742635,4.8e-06
