,C_BR01562,C_BR03125,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,tf,tf_stderr,v,w0,w0_stderr
0,1.7,3.4,389.4,0.0504544311819,0.0460925588421,0.522,123.637364987,B,0.519,0.488,1.33,0.153865441407,0.00312578461804,0.446344277931,1.09132906874,0.0303827741922,1.04991995544e-06,1.62412245215e-06,0.918603417793,0.185249372683,0.00534307177979
