,C_BR01562,C_BR03125,C_BR06250,D,chisq,color,redchi,slope,slope_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,0.8,1.6,3.2,404.98,633.840684745,R,1.50914448749,2.00223332292,0.0869269809735,1.95849531863,0.377019314163,0.00212246147058,2.47440355315,0.122556179034
