,C_BR01562,C_BR03125,C_BR06250,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,v,w0,w0_stderr
0,0.8,1.6,3.2,404.98,0.652,619.779310577,R,0.657,0.633,1.33,0.143051406157,0.00424788651703,1.47566502518,1.53670667573,0.0465081982128,2.52992210267,0.330334667551,0.00476188294532
