,C_BR01562,C_BR03125,D,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,v,w0,w0_stderr
0,1.7,3.4,389.4,0.522,124.414275047,B,0.519,0.488,1.33,0.154568031536,0.00295664154184,0.445929301243,1.08310864085,0.0284766382236,0.917562220908,0.182264438665,0.00393976102999
