,C_BR01562,C_BR03125,D,chisq,color,redchi,slope,slope_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,1.7,3.4,389.4,124.219374546,B,0.445230733141,1.1790551822,0.125332423969,1.33352302364,0.253264634182,0.00178363660526,3.73358988065,0.415546282576
