,C_BR01562,C_BR03125,D,a,color,lambdaem,lambdaex,n,r0,r0_stderr,slope,slope_stderr,v,w0,w0_stderr
0,1.7,3.2,389.4,0.522,B,0.519,0.488,1.33,0.125809338857,0.00177592003349,1.38435757209,0.0265640083595,1.12899616178,0.192189468199,0.00236314289686
