,C_BR01562,C_BR03125,D,F,F_stderr,a,chisq,color,lambdaem,lambdaex,n,r0,r0_stderr,redchi,slope,slope_stderr,tf,tf_stderr,v,w0,w0_stderr
0,1.7,3.4,389.4,0.0560589588979,0.0342151612953,0.522,119.79210937,B,0.519,0.488,1.33,0.12376045735,0.0033624866255,0.432462488701,1.37791919722,0.0494066946034,1.69057559138e-06,1.92580101862e-06,1.11908680529,0.197314941629,0.00596512413133
