,C_BR01562,C_BR03125,C_BR06250,D,F,F_stderr,chisq,color,redchi,slope,slope_stderr,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,0.8,1.6,3.2,404.98,0.0539415498307,0.0129726707869,610.205068853,R,1.45982073888,2.11334815482,0.0921524015398,8.64880565426e-06,4.38765542311e-06,1.89427286251,0.385023996941,0.0039317930352,2.29478568623,0.121940387733
