,C_BR01562,C_BR03125,D,F,F_stderr,chisq,color,redchi,slope,slope_stderr,tf,tf_stderr,v,wxy,wxy_stderr,wz,wz_stderr
0,1.7,3.4,389.4,0.096220287281,0.0209423358267,116.019088541,B,0.418841474878,1.31990021919,0.122113602536,4.04739749954e-06,1.84284515846e-06,1.22983389945,0.260080799538,0.00297530558984,3.26516451198,0.325549231761
