,C,C_stderr,D,F,F_stderr,a,chisq,fit,lambdaem,lambdaex,n,r0,r0_stderr,tf,tf_stderr,v,w0,w0_stderr,wxy,wxy_stderr,wz,wz_stderr
0,2.367019075,0.149154337,389.4,,,,271.5675568,fcs,,,,,,,,1.194870294,,,0.256949756,0.001274256,3.250121046,0.217268141
1,2.367015861,0,389.4,0.02,0,,271.5675568,fcs_t,,,,,,1.00E-09,0,1.194870294,,,0.256949736,0,3.250125805,0
2,2.392095913,0.046007513,389.4,,,0.522,198.5447498,fcs_n,0.519,0.488,1.33,0.125749456,0.001810835,,,1.142532068,0.195816803,0.002425745,,,,
3,2.432035248,0.05198395,389.4,0.04438034,0.017832193,0.522,189.0148265,fcs_nt,0.519,0.488,1.33,0.124182865,0.002043509,2.36E-06,1.85E-06,1.139528638,0.200794994,0.00393542,,,,
4,1.718022539,0.029512473,389.4,,,0.522,215.7016435,fcs_nr,0.519,0.488,1.33,0.155830874,0.001829146,,,0.999857125,0.185217537,0.002449645,,,,
5,1.725278791,0.030440518,389.4,0.060593518,0.055183092,0.522,211.1054066,fcs_ntr,0.519,0.488,1.33,0.155440005,0.001880221,4.37E-07,5.36E-07,0.999829959,0.186684386,0.002787007,,,,
