,Gfit,NRfit,NRres,NTRfit,NTRres,NTfit,NTres,Nfit,Nres,Tfit,Tres,delta_t,g(t),std_err,std_err_fit
7,1.07243126485,1.08115596703,-1.22303031104,1.07639781617,-1.71924364008,1.0762543201,-1.73420896976,1.08075601763,-1.26472304355,1.07243111495,-2.13293433898,1e-07,1.0928829,0.03831349,0.00958856757889
8,1.072411349,1.08111443158,0.811895186524,1.07637170623,0.278661965265,1.07622847425,0.262557540635,1.08071653753,0.767177210878,1.07241119913,-0.166641422692,1.13e-07,1.0738933,0.028082595,0.00889395231276
9,1.07239297485,1.08107614226,1.40163121822,1.0763476224,0.836566725826,1.07620463388,0.819478778326,1.08068013919,1.35432733132,1.07239282502,0.363945756901,1.25e-07,1.0693474,0.039149737,0.00836779922182
10,1.07237308005,1.08103471551,0.490082363028,1.07632155068,-0.107287014473,1.07617882559,-0.125377345087,1.08064075612,0.440170044524,1.07237293025,-0.60777261417,1.38e-07,1.077168,0.030639563,0.00788957849508
11,1.07235472532,1.08099652645,-0.624771248889,1.07629750208,-1.25020253427,1.07615501986,-1.26916733936,1.08060444716,-0.676935403773,1.07235457556,-1.77501771978,1.5e-07,1.08569025,0.026998705,0.00751298102339
12,1.07233485153,1.0809552096,-1.39098804787,1.0762714685,-2.04514203915,1.07612924905,-2.06500581702,1.08056516071,-1.44544242417,1.0723347018,-2.59498989742,1.63e-07,1.09091415,0.037009947,0.00715973816185
13,1.07231651618,1.08091712049,-0.0834720486091,1.07624745506,-0.762757555085,1.07610547787,-0.783411395342,1.08052894077,-0.139917221224,1.07231636649,-1.33462458545,1.75e-07,1.08149075,0.040513962,0.00687413045853
14,1.07229666337,1.08087591261,2.15348041178,1.07622145951,1.44831161527,1.07607974443,1.42684042659,1.08048975056,2.09499850912,1.07229651371,0.853644809652,1.88e-07,1.06666225,0.038785339,0.00660024362702
15,1.07227834737,1.0808379243,-2.20435168542,1.07619748114,-2.93229006303,1.07605600772,-2.95448355222,1.08045361926,-2.26461303977,1.07227819775,-3.54712336849,2e-07,1.0948895,0.031438599,0.0063745463294
16,1.07224021883,1.08075893518,-0.0836308527093,1.07614758016,-0.855943616487,1.07600660925,-0.879554356453,1.08037848188,-0.14732425296,1.07224006929,-1.51039934606,2.25e-07,1.0812581,0.02937963,0.0059706267334
17,1.0722021305,1.08068015292,-0.812477982908,1.07609775194,-1.62556476033,1.07595728228,-1.65049013204,1.08030352787,-0.879278845149,1.07220198103,-2.31684242539,2.5e-07,1.0852588,0.026478396,0.00563560940945
18,1.07216408232,1.08060157664,-0.306410202086,1.07604799631,-1.15718587112,1.07590802665,-1.18333824574,1.08022875648,-0.376039363983,1.07216393291,-1.88289661023,2.75e-07,1.08224135,0.025743302,0.00535208201794
19,1.07212607421,1.08052320529,0.957473042229,1.07599831309,0.0716914438155,1.07585884219,0.0443880235215,1.08015416698,0.885259215071,1.07212592487,-0.686383871524,3e-07,1.0756321,0.022991689,0.00510818402359
20,1.07208810611,1.08044503797,0.957492197988,1.07594870211,0.039066666839,1.07580972873,0.0106788661653,1.08007975862,0.882908909473,1.07208795685,-0.749559663398,3.25e-07,1.07575745,0.025232821,0.00489553177318
21,1.07205017797,1.08036707394,0.617759531163,1.0758991632,-0.331208936958,1.07576068609,-0.360621989129,1.08000553067,0.540998787839,1.07205002878,-1.14877940426,3.5e-07,1.0774585,0.029044419,0.00470801547869
22,1.07201228972,1.08028931208,-0.158946757799,1.07584969618,-1.13657294994,1.07571171412,-1.16695833486,1.07993148239,-0.237712332508,1.0720121406,-1.981650914,3.75e-07,1.08101095,0.02367921,0.00454106691165
23,1.0719744413,1.08021176602,0.327280839959,1.0758003009,-0.677298322712,1.07566281264,-0.708608309112,1.07985761307,0.246667031116,1.07197429225,-1.54858928611,4e-07,1.07877445,0.017958754,0.00439119514089
24,1.07189886368,1.08005723141,-0.53330382616,1.07570172482,-1.58726500408,1.07556522048,-1.62029790001,1.07971040839,-0.617197431951,1.07189871478,-2.50756131858,4.5e-07,1.0822609,0.016953158,0.00413237560616
25,1.07182344462,1.07990350644,-0.105478440195,1.0756034336,-1.20357805045,1.07546790831,-1.23818794556,1.0795639109,-0.192167584427,1.07182329586,-2.16893414133,5e-07,1.0803164,0.013826749,0.00391579623459
26,1.07174818362,1.0797505697,0.357613046273,1.0755054259,-0.780127490768,1.07537087478,-0.816189661934,1.07941811493,0.268544994535,1.07174803499,-1.78717723073,5.5e-07,1.07841615,0.018388967,0.00373108771291
27,1.07167308018,1.07959841494,-1.12836246215,1.07540770039,-2.30182831484,1.0752741186,-2.33923447205,1.07927301489,-1.21944601034,1.07167293169,-3.34765461048,6e-07,1.0836278,0.016327879,0.003571117603
28,1.0715981338,1.07944703443,0.467211344118,1.07531025572,-0.738528612833,1.07517763846,-0.777183515914,1.07912860523,0.374433096718,1.07159798546,-1.82057064105,6.5e-07,1.077844,0.016250089,0.00343080043301
29,1.071523344,1.07929642225,1.21763840222,1.07521309057,-0.0173026278212,1.07508143306,-0.0571216055547,1.07898488049,1.12345125707,1.0715231958,-1.13328784917,7e-07,1.0752703,0.010973639,0.00330640111196
30,1.07144871028,1.07914657175,0.431708431272,1.07511620364,-0.829673675889,1.07498550112,-0.870580760621,1.07884183524,0.336369067638,1.07144856222,-1.9775667409,7.5e-07,1.0777671,0.015179301,0.00319510722487
31,1.07137423216,1.07899747652,0.965444092127,1.07501959363,-0.319881907117,1.07488984137,-0.361808401885,1.07869946413,0.869184629382,1.07137408424,-1.49784542894,8e-07,1.07600955,0.011891793,0.00309475575565
